,Nationality,Participant ID,Which picture best describes your relationship with Italy or Germany?,Which picture best describes your relationship with Italian or German language?,Which picture best describes your relationship with Italian or German Culture?,I see myself as someone who  [... is reserved ],I see myself as someone who  [... is generally trusting],I see myself as someone who  [... tends to be lazy],"I see myself as someone who  [... is relaxed, handles stress well]",I see myself as someone who  [... has few artistic interests],"I see myself as someone who  [... is ongoing, sociable]",I see myself as someone who  [... tends to find fault with others],I see myself as someone who  [... does a thorough job],I see myself as someone who  [... get nervous easily],I see myself as someone who  [... has active imagination],"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Function successfully]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Act consistenly]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Reliable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Predictable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Dependable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Follow directions]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Meet the needs of the mission]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Perform exactly as instructed]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Have errors]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide appropriate information]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Malfunction]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Communicate with people]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide Feedback]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Unresponsive]",mean_cultural_closeness_subj,mean_personality_subj,extraversion,agreebleness,coscientiousness,neuroticism,openness,mean_trust_subj
count,25.0,25,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
unique,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
top,, 77d6bc3e-0cf1-4b5b-9601-d69825a000f4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freq,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean,0.68,,5.8,6.48,6.52,3.4,3.96,2.6,3.6,3.04,4.16,2.36,3.96,2.76,4.28,0.696,0.664,0.58,0.7080000000000001,0.572,0.7959999999999999,0.7,0.7,0.536,0.688,0.4040000000000001,0.7120000000000001,0.64,0.308,5.466666666666668,3.1416000000000004,-1.6,-1.36,-0.84,1.24,-3.464,1.2142171717171717
std,0.47609522856952335,,1.118033988749895,1.004987562112089,0.5099019513592784,1.118033988749895,0.9780933834080806,1.1902380714238083,1.3228756555322951,1.3988090172238192,0.8,0.8602325267042628,0.8406346808612327,1.3316656236958786,0.8906926143924925,0.1567375726067833,0.1776701062831524,0.16832508230603463,0.19983326383095817,0.21702534414210706,0.14282856857085702,0.15811388300841897,0.20816659994661327,0.2675194696964441,0.15088627063675036,0.2353720459187964,0.176351920885484,0.18484227510682363,0.2343786110832926,0.5181877251716008,0.28075315373711,1.5545631755148024,1.7048949136725895,2.32163735324878,1.8092355660149215,0.8295982963659781,0.08637049300734641
min,0.0,,4.0,3.0,6.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,0.3,0.3,0.3,0.1,0.2,0.5,0.3,0.3,0.1,0.3,0.0,0.4,0.2,0.0,4.333333333333333,2.68,-4.0,-4.0,-4.0,-2.0,-4.6,1.0335858585858586
25%,0.0,,5.0,6.0,6.0,3.0,4.0,2.0,3.0,2.0,4.0,2.0,3.0,1.0,4.0,0.6,0.6,0.5,0.6,0.4,0.7,0.6,0.5,0.3,0.6,0.3,0.6,0.5,0.1,5.0,2.96,-2.0,-3.0,-2.0,0.0,-4.2,1.168181818181818
50%,1.0,,6.0,7.0,7.0,4.0,4.0,2.0,4.0,3.0,4.0,2.0,4.0,3.0,5.0,0.7,0.7,0.6,0.7,0.6,0.8,0.7,0.7,0.5,0.7,0.4,0.7,0.7,0.3,5.666666666666667,3.17,-2.0,-2.0,-1.0,1.0,-3.4,1.2202020202020203
75%,1.0,,7.0,7.0,7.0,4.0,5.0,3.0,5.0,4.0,5.0,3.0,5.0,4.0,5.0,0.8,0.8,0.7,0.8,0.7,0.9,0.8,0.9,0.8,0.8,0.5,0.8,0.8,0.4,5.666666666666667,3.2700000000000005,0.0,0.0,1.0,3.0,-3.2,1.2596590909090908
max,1.0,,7.0,7.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,1.0,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,1.0,1.0,0.8,6.333333333333333,3.88,2.0,3.0,3.0,4.0,-1.0,1.3455176767676766
