,Nationality,Which picture best describes the relationship between Pepper and your country? ,Which picture best describes the relationship between Pepper and your national culture? ,Which picture best describes the relationship between Pepper and your own preferences? ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,mean_cultural_closeness,mean_competence
Nationality,1.0,0.0599126616586763,0.13418798096500487,0.12627772080670976,0.123307847815937,0.17369043711603432,0.3015160497742678,0.06758735471421094,0.08991366896682923,0.13300845115220605,0.11963337074632018,0.18571552075235603
Which picture best describes the relationship between Pepper and your country? ,0.0599126616586763,1.0,0.791419648570809,0.6338626025238417,0.5480331195183195,0.4487489387558849,0.3584668294616817,0.5773880045013776,0.5336536044746425,0.5154346086839394,0.900183083899566,0.6500553376304078
Which picture best describes the relationship between Pepper and your national culture? ,0.13418798096500487,0.791419648570809,1.0,0.6901008101185019,0.7113180719293407,0.4162969242742517,0.4551299874815878,0.5782902191950876,0.5407079515122123,0.6107885566136062,0.9237045689149526,0.6910042105734234
Which picture best describes the relationship between Pepper and your own preferences? ,0.12627772080670976,0.6338626025238417,0.6901008101185019,1.0,0.6793088774582441,0.4163326319278376,0.47351155515748583,0.5572433563130293,0.49603112252914494,0.6820802019935563,0.865096728180848,0.6878455953239047
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,0.123307847815937,0.5480331195183195,0.7113180719293407,0.6793088774582441,1.0,0.6435838391461701,0.6673013162255201,0.7250624586962028,0.6304827730760323,0.7946071443784951,0.7219841559735597,0.8441939069504781
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,0.17369043711603432,0.4487489387558849,0.4162969242742517,0.4163326319278376,0.6435838391461701,1.0,0.7717527208088923,0.5909815797248887,0.5285059179291104,0.579121385742676,0.4762756948280426,0.8139573906249519
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,0.3015160497742678,0.3584668294616817,0.4551299874815878,0.47351155515748583,0.6673013162255201,0.7717527208088923,1.0,0.5307562560573208,0.6013852319038527,0.6873531823518793,0.4793222880872044,0.8451342359427003
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,0.06758735471421094,0.5773880045013776,0.5782902191950876,0.5572433563130293,0.7250624586962028,0.5909815797248887,0.5307562560573208,1.0,0.5515871775448516,0.7482481873970773,0.6369447381610273,0.8165883187330993
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,0.08991366896682923,0.5336536044746425,0.5407079515122123,0.49603112252914494,0.6304827730760323,0.5285059179291104,0.6013852319038527,0.5515871775448516,1.0,0.6863077112128633,0.5839464578636001,0.802255442456164
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,0.13300845115220605,0.5154346086839394,0.6107885566136062,0.6820802019935563,0.7946071443784951,0.579121385742676,0.6873531823518793,0.7482481873970773,0.6863077112128633,1.0,0.6732144698301801,0.8868071548761421
mean_cultural_closeness,0.11963337074632018,0.900183083899566,0.9237045689149526,0.865096728180848,0.7219841559735597,0.4762756948280426,0.4793222880872044,0.6369447381610273,0.5839464578636001,0.6732144698301801,1.0,0.754751836599307
mean_competence,0.18571552075235603,0.6500553376304078,0.6910042105734234,0.6878455953239047,0.8441939069504781,0.8139573906249519,0.8451342359427003,0.8165883187330993,0.802255442456164,0.8868071548761421,0.754751836599307,1.0
