,Which picture best describes the relationship between Pepper and your country? ,Which picture best describes the relationship between Pepper and your national culture? ,Which picture best describes the relationship between Pepper and your own preferences? ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,mean_cultural_closeness,mean_competence
Which picture best describes the relationship between Pepper and your country? ,1.0,0.8400851480742798,0.7810733520049357,0.6644830967346315,0.5239869324760569,0.631277418748314,0.6110513243829672,0.4021635965100945,0.5049267717867724,0.9523764990788901,0.7117884027449024
Which picture best describes the relationship between Pepper and your national culture? ,0.8400851480742798,1.0,0.6717452568478847,0.704309616662081,0.5495514934901632,0.5370599973914709,0.6398143504170452,0.3047477582692631,0.5290243164431949,0.9169430646225972,0.6791121616783001
Which picture best describes the relationship between Pepper and your own preferences? ,0.7810733520049357,0.6717452568478847,1.0,0.6802218760922448,0.6353671187259774,0.7079383032576374,0.6721784151563922,0.43265969192019776,0.6228205755061288,0.884667410629017,0.7820882851375128
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,0.6644830967346315,0.704309616662081,0.6802218760922448,1.0,0.6894698090558771,0.7776483153019729,0.7888993512421975,0.5929400256990264,0.8328293863544431,0.7439516348887906,0.8814971169442958
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,0.5239869324760569,0.5495514934901632,0.6353671187259774,0.6894698090558771,1.0,0.7930533908716437,0.7078053199432107,0.2769242985734787,0.688664316442006,0.6186773533585982,0.8198798489033465
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,0.631277418748314,0.5370599973914709,0.7079383032576374,0.7776483153019729,0.7930533908716437,1.0,0.820555161136177,0.46898267948244565,0.817727561350742,0.6780946480047639,0.9238897787121684
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,0.6110513243829672,0.6398143504170452,0.6721784151563922,0.7888993512421975,0.7078053199432107,0.820555161136177,1.0,0.4484888796766976,0.8001458641751231,0.6972910527988769,0.8937461893887734
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,0.4021635965100945,0.3047477582692631,0.43265969192019776,0.5929400256990264,0.2769242985734787,0.46898267948244565,0.4484888796766976,1.0,0.6908055622083277,0.41147780520893007,0.6560357568942248
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,0.5049267717867724,0.5290243164431949,0.6228205755061288,0.8328293863544431,0.688664316442006,0.817727561350742,0.8001458641751231,0.6908055622083277,1.0,0.5996242131448483,0.9211651773821795
mean_cultural_closeness,0.9523764990788901,0.9169430646225972,0.884667410629017,0.7439516348887906,0.6186773533585982,0.6780946480047639,0.6972910527988769,0.41147780520893007,0.5996242131448483,1.0,0.78686038120818
mean_competence,0.7117884027449024,0.6791121616783001,0.7820882851375128,0.8814971169442958,0.8198798489033465,0.9238897787121684,0.8937461893887734,0.6560357568942248,0.9211651773821795,0.78686038120818,1.0
