,Nationality,Which picture best describes the relationship between Pepper and your country? ,Which picture best describes the relationship between Pepper and your national culture? ,Which picture best describes the relationship between Pepper and your own preferences? ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,mean_cultural_closeness,mean_competence
Nationality,1.0,-0.10386589822804787,-0.06341286418133442,0.08586794202021861,0.2704146265640138,0.19093082509709902,0.3741280406552783,0.07096776320366165,0.11297818097175925,0.2085235208818801,-0.0300709271485808,0.20359196872204155
Which picture best describes the relationship between Pepper and your country? ,-0.10386589822804787,1.0,0.8610895946294861,0.6689312753846481,0.5680471425664951,0.3996885615732781,0.4401570368651045,0.48684842530790373,0.31690506005387564,0.3723256190916101,0.9418121297605145,0.5861960346513925
Which picture best describes the relationship between Pepper and your national culture? ,-0.06341286418133442,0.8610895946294861,1.0,0.5761810192428011,0.590971476936317,0.4116195634112863,0.4129197625216762,0.5059171518805513,0.2712132903241716,0.37355289760530325,0.9071363486090847,0.57184160012903
Which picture best describes the relationship between Pepper and your own preferences? ,0.08586794202021861,0.6689312753846481,0.5761810192428011,1.0,0.6638804350637837,0.6073898799992296,0.5643716889852614,0.6620241495265832,0.39422195637208457,0.6094431649375168,0.8366414775493698,0.7427018472295617
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,0.2704146265640138,0.5680471425664951,0.590971476936317,0.6638804350637837,1.0,0.6890219055400038,0.7001445018572461,0.7237827465144506,0.5865030251875166,0.7567412889754156,0.678980157995622,0.846867000199135
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,0.19093082509709902,0.3996885615732781,0.4116195634112863,0.6073898799992296,0.6890219055400038,1.0,0.6877777912066794,0.6662208994062451,0.4201176472772196,0.7248608771120814,0.528624491181152,0.8315025334112528
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,0.3741280406552783,0.4401570368651045,0.4129197625216762,0.5643716889852614,0.7001445018572461,0.6877777912066794,1.0,0.6484305900484791,0.5199926422799309,0.745104624001006,0.5280660881355292,0.8612408525139484
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,0.07096776320366165,0.48684842530790373,0.5059171518805513,0.6620241495265832,0.7237827465144506,0.6662208994062451,0.6484305900484791,1.0,0.39431730766539386,0.7668859944234208,0.6164937265746062,0.8431847544165402
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,0.11297818097175925,0.31690506005387564,0.2712132903241716,0.39422195637208457,0.5865030251875166,0.4201176472772196,0.5199926422799309,0.39431730766539386,1.0,0.7065279687440452,0.36597462695419164,0.6967222757201039
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,0.2085235208818801,0.3723256190916101,0.37355289760530325,0.6094431649375168,0.7567412889754156,0.7248608771120814,0.745104624001006,0.7668859944234208,0.7065279687440452,1.0,0.5050734535368735,0.9191964484603017
mean_cultural_closeness,-0.0300709271485808,0.9418121297605145,0.9071363486090847,0.8366414775493698,0.678980157995622,0.528624491181152,0.5280660881355292,0.6164937265746062,0.36597462695419164,0.5050734535368735,1.0,0.7080838664609606
mean_competence,0.20359196872204155,0.5861960346513925,0.57184160012903,0.7427018472295617,0.846867000199135,0.8315025334112528,0.8612408525139484,0.8431847544165402,0.6967222757201039,0.9191964484603017,0.7080838664609606,1.0
