,Which picture best describes the relationship between Pepper and your country? ,Which picture best describes the relationship between Pepper and your national culture? ,Which picture best describes the relationship between Pepper and your own preferences? ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,mean_cultural_closeness,mean_competence
Which picture best describes the relationship between Pepper and your country? ,1.0,0.7893522173763262,-0.0730881682755857,-0.5185449728701349,-0.6408461287109103,-0.6910202316672622,-0.2988706601484738,0.15254153891648023,-0.28713701443102163,0.8090150925997615,-0.36477939904455464
Which picture best describes the relationship between Pepper and your national culture? ,0.7893522173763262,1.0,0.3461538461538461,-0.4961389383568338,-0.6073865940961369,-0.5105888684213858,-0.21031112483834327,-0.17707206174370702,-0.3423393193711671,0.9494740323391178,-0.361049751166661
Which picture best describes the relationship between Pepper and your own preferences? ,-0.0730881682755857,0.3461538461538461,1.0,-0.263573811002068,-0.1541130164124526,-0.18680080552001938,-0.23774301068682294,-0.7318978552073226,-0.4013633399524027,0.4977081621132472,-0.35744825738943764
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,-0.5185449728701349,-0.4961389383568338,-0.263573811002068,1.0,0.277735039447226,0.2911670067271558,0.7077213895435062,0.1903467469067201,0.789938999662889,-0.5741178280525738,0.5117625158290767
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,-0.6408461287109103,-0.6073865940961369,-0.1541130164124526,0.277735039447226,1.0,0.8277521955697078,0.5948496901286525,0.42292769008631254,0.5787431548549541,-0.6388934206907098,0.8072850931114688
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,-0.6910202316672622,-0.5105888684213858,-0.18680080552001938,0.2911670067271558,0.8277521955697078,1.0,0.6039839682815216,0.44338154029665,0.49689310550486626,-0.6396493249049031,0.7818839251114612
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,-0.2988706601484738,-0.21031112483834327,-0.23774301068682294,0.7077213895435062,0.5948496901286525,0.6039839682815216,1.0,0.6062060889715954,0.9598263075383596,-0.334955402928837,0.9225877965184267
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,0.15254153891648023,-0.17707206174370702,-0.7318978552073226,0.1903467469067201,0.42292769008631254,0.44338154029665,0.6062060889715954,1.0,0.6449275362318839,-0.2820166733186045,0.7444789141193495
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,-0.28713701443102163,-0.3423393193711671,-0.4013633399524027,0.789938999662889,0.5787431548549541,0.49689310550486626,0.9598263075383596,0.6449275362318839,1.0,-0.4465263994211237,0.8876266786010952
mean_cultural_closeness,0.8090150925997615,0.9494740323391178,0.4977081621132472,-0.5741178280525738,-0.6388934206907098,-0.6396493249049031,-0.334955402928837,-0.2820166733186045,-0.4465263994211237,1.0,-0.47716159633039024
mean_competence,-0.36477939904455464,-0.361049751166661,-0.35744825738943764,0.5117625158290767,0.8072850931114688,0.7818839251114612,0.9225877965184267,0.7444789141193495,0.8876266786010952,-0.47716159633039024,1.0
