,Nationality,Which picture best describes the relationship between Pepper and your country? ,Which picture best describes the relationship between Pepper and your national culture? ,Which picture best describes the relationship between Pepper and your own preferences? ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,mean_cultural_closeness,mean_competence
Nationality,,,,,,,,,,,,
Which picture best describes the relationship between Pepper and your country? ,,1.0,0.9701425001453319,0.5,0.658585559938142,0.6240377207533828,0.6761234037828132,0.32396954829362334,0.6784005252999682,0.5039526306789697,0.9449111825230678,0.6822981190134209
Which picture best describes the relationship between Pepper and your national culture? ,,0.9701425001453319,1.0,0.45475429694312425,0.6921653284845026,0.5381382351970498,0.6559360493526301,0.3666793988112845,0.6947088029207742,0.4889058650817128,0.9281572282410637,0.670200483061939
Which picture best describes the relationship between Pepper and your own preferences? ,,0.5,0.45475429694312425,1.0,0.8232319499226778,0.9360565811300743,0.8028965419920908,0.7559289460184545,0.48995593493886574,0.7874259854358902,0.7441175562369162,0.8507404671448592
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,,0.658585559938142,0.6921653284845026,0.8232319499226778,1.0,0.7915213352123779,0.9091237672046559,0.8475199525088443,0.7280937315536447,0.8988847981154409,0.8297398136450223,0.9403620236554028
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,,0.6240377207533828,0.5381382351970498,0.9360565811300743,0.7915213352123779,1.0,0.7969722925954421,0.7637503810402548,0.5853694070049634,0.803685041486804,0.7993171880004626,0.8929547808691914
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,,0.6761234037828132,0.6559360493526301,0.8028965419920908,0.9091237672046559,0.7969722925954421,1.0,0.7210178376427894,0.8154355063002007,0.9157230764999139,0.8145676203749235,0.9406556769401009
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,,0.32396954829362334,0.3666793988112845,0.7559289460184545,0.8475199525088443,0.7637503810402548,0.7210178376427894,1.0,0.6023630470009435,0.8503401360544218,0.5510204081632654,0.8613801104146984
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,,0.6784005252999682,0.6947088029207742,0.48995593493886574,0.7280937315536447,0.5853694070049634,0.8154355063002007,0.6023630470009435,1.0,0.8357108940373449,0.7122536028727371,0.8421688014977073
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,,0.5039526306789697,0.4889058650817128,0.7874259854358902,0.8988847981154409,0.803685041486804,0.9157230764999139,0.8503401360544218,0.8357108940373449,1.0,0.6785714285714284,0.9557842390621257
mean_cultural_closeness,,0.9449111825230678,0.9281572282410637,0.7441175562369162,0.8297398136450223,0.7993171880004626,0.8145676203749235,0.5510204081632654,0.7122536028727371,0.6785714285714284,1.0,0.840542125920571
mean_competence,,0.6822981190134209,0.670200483061939,0.8507404671448592,0.9403620236554028,0.8929547808691914,0.9406556769401009,0.8613801104146984,0.8421688014977073,0.9557842390621257,0.840542125920571,1.0
