,Nationality,Which picture best describes the relationship between Pepper and your country? ,Which picture best describes the relationship between Pepper and your national culture? ,Which picture best describes the relationship between Pepper and your own preferences? ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,mean_cultural_closeness,mean_competence
Nationality,,,,,,,,,,,,
Which picture best describes the relationship between Pepper and your country? ,,1.0,0.9800284184500861,0.732199301443076,0.4473626791262342,0.24650596604914954,0.41047690211167254,0.36681261567264994,0.4850267188440817,0.19507682662870648,0.9634990231195409,0.4781700569655235
Which picture best describes the relationship between Pepper and your national culture? ,,0.9800284184500861,1.0,0.7922358308004948,0.4837858287573677,0.3085563159791086,0.486936468060504,0.5101627678885767,0.5026670822825816,0.20348455090889345,0.9837809621928411,0.5381624666957397
Which picture best describes the relationship between Pepper and your own preferences? ,,0.732199301443076,0.7922358308004948,1.0,0.7454196818098384,0.6187470561428072,0.7172668727055567,0.6524823424355334,0.6261970064069636,0.4684507624042362,0.8820117619918397,0.7353455514837903
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,,0.4473626791262342,0.4837858287573677,0.7454196818098384,1.0,0.921146953405018,0.9637192043977698,0.6080194569339377,0.8906439003627367,0.8551875321920233,0.5812193943246325,0.9306203955440234
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,,0.24650596604914954,0.3085563159791086,0.6187470561428072,0.921146953405018,1.0,0.9321218534339085,0.7360235531305562,0.9029286438160158,0.9317714902987716,0.4028557706694544,0.9528097230486497
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,,0.41047690211167254,0.486936468060504,0.7172668727055567,0.9637192043977698,0.9321218534339085,1.0,0.7616974781037561,0.9042894085459832,0.843922758122077,0.5611817204613445,0.9635925310377811
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,,0.36681261567264994,0.5101627678885767,0.6524823424355334,0.6080194569339377,0.7360235531305562,0.7616974781037561,1.0,0.6855106213838522,0.5698028822981898,0.5354032266924224,0.8082996351243023
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,,0.4850267188440817,0.5026670822825816,0.6261970064069636,0.8906439003627367,0.9029286438160158,0.9042894085459832,0.6855106213838522,1.0,0.9405790744085852,0.5639003576759192,0.9666293674071287
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,,0.19507682662870648,0.20348455090889345,0.4684507624042362,0.8551875321920233,0.9317714902987716,0.843922758122077,0.5698028822981898,0.9405790744085852,1.0,0.29568740016844436,0.900823594509346
mean_cultural_closeness,,0.9634990231195409,0.9837809621928411,0.8820117619918397,0.5812193943246325,0.4028557706694544,0.5611817204613445,0.5354032266924224,0.5639003576759192,0.29568740016844436,1.0,0.6103657488716437
mean_competence,,0.4781700569655235,0.5381624666957397,0.7353455514837903,0.9306203955440234,0.9528097230486497,0.9635925310377811,0.8082996351243023,0.9666293674071287,0.900823594509346,0.6103657488716437,1.0
