,Which picture best describes the relationship between Pepper and your country? ,Which picture best describes the relationship between Pepper and your national culture? ,Which picture best describes the relationship between Pepper and your own preferences? ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,mean_cultural_closeness,mean_competence
Which picture best describes the relationship between Pepper and your country? ,1.0,0.8933655531930894,0.5822455859402035,0.5606064139281317,0.2885864374673535,0.33449982610498763,0.3807637968354856,0.2180096607848135,0.26750530768138686,0.934728857798152,0.4938762801307913
Which picture best describes the relationship between Pepper and your national culture? ,0.8933655531930894,1.0,0.48888534934473316,0.5436792036101254,0.2779609280273076,0.3595686261372635,0.37831574050282996,0.24146396495047748,0.2272753288229391,0.8954250628437308,0.4846759663005973
Which picture best describes the relationship between Pepper and your own preferences? ,0.5822455859402035,0.48888534934473316,1.0,0.6606686793543718,0.5852008332464099,0.4134624752185799,0.6483260785297126,0.33887308853408726,0.59622724723805,0.8013768923929608,0.7146919295569034
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,0.5606064139281317,0.5436792036101254,0.6606686793543718,1.0,0.6387698583914512,0.5044615819726808,0.6831241240285185,0.5479698831010082,0.6278750799077291,0.6752794594063966,0.7794694578076249
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,0.2885864374673535,0.2779609280273076,0.5852008332464099,0.6387698583914512,1.0,0.48773332617850634,0.6369325306451908,0.5509252817874725,0.7261405039445958,0.44647187147143175,0.8231238237005858
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,0.33449982610498763,0.3595686261372635,0.4134624752185799,0.5044615819726808,0.48773332617850634,1.0,0.5078178910562823,0.5987188222496965,0.6232355903035595,0.42347220192573487,0.7654227341774075
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,0.3807637968354856,0.37831574050282996,0.6483260785297126,0.6831241240285185,0.6369325306451908,0.5078178910562823,1.0,0.3234846803407987,0.7491881873347325,0.5429899616950373,0.8191696210080704
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,0.2180096607848135,0.24146396495047748,0.33887308853408726,0.5479698831010082,0.5509252817874725,0.5987188222496965,0.3234846803407987,1.0,0.7061474727205067,0.30675847851559834,0.7304388654130147
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,0.26750530768138686,0.2272753288229391,0.59622724723805,0.6278750799077291,0.7261405039445958,0.6232355903035595,0.7491881873347325,0.7061474727205067,1.0,0.4247019440522524,0.9088053208476443
mean_cultural_closeness,0.934728857798152,0.8954250628437308,0.8013768923929608,0.6752794594063966,0.44647187147143175,0.42347220192573487,0.5429899616950373,0.30675847851559834,0.4247019440522524,1.0,0.6508468228603712
mean_competence,0.4938762801307913,0.4846759663005973,0.7146919295569034,0.7794694578076249,0.8231238237005858,0.7654227341774075,0.8191696210080704,0.7304388654130147,0.9088053208476443,0.6508468228603712,1.0
