,Nationality,Which picture best describes the relationship between Pepper and your country? ,Which picture best describes the relationship between Pepper and your national culture? ,Which picture best describes the relationship between Pepper and your own preferences? ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,mean_cultural_closeness,mean_competence
Nationality,1.0,0.13635144365068275,0.07511902286253104,0.04304031374368763,0.19929829468718233,0.2166889344032222,0.2644442868934662,0.28911550499699495,0.22490595285234347,0.24681797149497356,0.09581858129039773,0.28190204503128397
Which picture best describes the relationship between Pepper and your country? ,0.13635144365068275,1.0,0.8711433330452141,0.47566631372434787,0.29351482565861925,0.18332947544554584,0.18579975693601108,0.27095468977233256,0.2616431174871415,0.3046576009920601,0.8863687437219413,0.3795802388684478
Which picture best describes the relationship between Pepper and your national culture? ,0.07511902286253104,0.8711433330452141,1.0,0.6211840902443954,0.40272880081996854,0.2816810488400276,0.3568126182320747,0.41484946379188875,0.3778977209388019,0.35843730181866806,0.9442436091960649,0.5149564799501762
Which picture best describes the relationship between Pepper and your own preferences? ,0.04304031374368763,0.47566631372434787,0.6211840902443954,1.0,0.561634520255011,0.46939424313415057,0.5344910198816195,0.5527295295501151,0.5591827942584663,0.5068901227185639,0.8028483830261236,0.6770771450170232
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,0.19929829468718233,0.29351482565861925,0.40272880081996854,0.561634520255011,1.0,0.7808336767913554,0.6149952090380351,0.7994649390539632,0.7185324037369669,0.8713785655785885,0.48102800207091373,0.8827107991828212
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,0.2166889344032222,0.18332947544554584,0.2816810488400276,0.46939424313415057,0.7808336767913554,1.0,0.7257012276157006,0.7064425662812525,0.6760914607201323,0.6528874530944393,0.3582942989939708,0.8687927277209695
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,0.2644442868934662,0.18579975693601108,0.3568126182320747,0.5344910198816195,0.6149952090380351,0.7257012276157006,1.0,0.5579691676152293,0.6163361504317999,0.5562887027745147,0.4130909497511432,0.8139449898719595
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,0.28911550499699495,0.27095468977233256,0.41484946379188875,0.5527295295501151,0.7994649390539632,0.7064425662812525,0.5579691676152293,1.0,0.6437526528988006,0.7444622586252755,0.47374817116919765,0.8511531944422494
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,0.22490595285234347,0.2616431174871415,0.3778977209388019,0.5591827942584663,0.7185324037369669,0.6760914607201323,0.6163361504317999,0.6437526528988006,1.0,0.7228040233085691,0.4588646843744011,0.8524435971034865
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,0.24681797149497356,0.3046576009920601,0.35843730181866806,0.5068901227185639,0.8713785655785885,0.6528874530944393,0.5562887027745147,0.7444622586252755,0.7228040233085691,1.0,0.4469858511552807,0.851091347330714
mean_cultural_closeness,0.09581858129039773,0.8863687437219413,0.9442436091960649,0.8028483830261236,0.48102800207091373,0.3582942989939708,0.4130909497511432,0.47374817116919765,0.4588646843744011,0.4469858511552807,1.0,0.6005718463965054
mean_competence,0.28190204503128397,0.3795802388684478,0.5149564799501762,0.6770771450170232,0.8827107991828212,0.8687927277209695,0.8139449898719595,0.8511531944422494,0.8524435971034865,0.851091347330714,0.6005718463965054,1.0
