,Which picture best describes the relationship between Pepper and your country? ,Which picture best describes the relationship between Pepper and your national culture? ,Which picture best describes the relationship between Pepper and your own preferences? ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,mean_cultural_closeness,mean_competence
Which picture best describes the relationship between Pepper and your country? ,1.0,0.8256778439170703,0.7855793244849324,0.6472671197304066,0.5426241861385126,0.6215035427388378,0.6235208116606098,0.4028622819516445,0.5060051100527168,0.9507823868613628,0.7200599035216662
Which picture best describes the relationship between Pepper and your national culture? ,0.8256778439170703,1.0,0.66776051728356,0.6944427297436998,0.5232398313249198,0.5247772676615654,0.6023738372860501,0.2737236498869353,0.5085331595829791,0.9106650631111787,0.6573504175833078
Which picture best describes the relationship between Pepper and your own preferences? ,0.7855793244849324,0.66776051728356,1.0,0.6816254803596973,0.6405920502008827,0.7073121563814638,0.6825645447451084,0.4440662003855832,0.6367689259955844,0.8875849122910435,0.7952064541866324
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,0.6472671197304066,0.6944427297436998,0.6816254803596973,1.0,0.6557895209055264,0.7711496590581496,0.7346810881337035,0.5544496498397373,0.8122568892872959,0.7356003712968293,0.8534482266956248
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,0.5426241861385126,0.5232398313249198,0.6405920502008827,0.6557895209055264,1.0,0.7677800138888181,0.7342148961198286,0.28681491640449647,0.6906586219494778,0.6187696336756217,0.829829615620268
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,0.6215035427388378,0.5247772676615654,0.7073121563814638,0.7711496590581496,0.7677800138888181,1.0,0.7905694150420949,0.44955162413421157,0.8130460516883373,0.6716559461102383,0.9123997019295762
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,0.6235208116606098,0.6023738372860501,0.6825645447451084,0.7346810881337035,0.7342148961198286,0.7905694150420949,1.0,0.428583014557794,0.781918308818116,0.6927716171625096,0.8898506912078025
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,0.4028622819516445,0.2737236498869353,0.4440662003855832,0.5544496498397373,0.28681491640449647,0.44955162413421157,0.428583014557794,1.0,0.6724174406731668,0.4055098072406984,0.6421112857829295
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,0.5060051100527168,0.5085331595829791,0.6367689259955844,0.8122568892872959,0.6906586219494778,0.8130460516883373,0.781918308818116,0.6724174406731668,1.0,0.5984561983482451,0.9157937175208565
mean_cultural_closeness,0.9507823868613628,0.9106650631111787,0.8875849122910435,0.7356003712968293,0.6187696336756217,0.6716559461102383,0.6927716171625096,0.4055098072406984,0.5984561983482451,1.0,0.788149256494951
mean_competence,0.7200599035216662,0.6573504175833078,0.7952064541866324,0.8534482266956248,0.829829615620268,0.9123997019295762,0.8898506912078025,0.6421112857829295,0.9157937175208565,0.788149256494951,1.0
