,Nationality,Which picture best describes your relationship with Italy or Germany?,Which picture best describes your relationship with Italian or German language?,Which picture best describes your relationship with Italian or German Culture?,I see myself as someone who  [... is reserved ],I see myself as someone who  [... is generally trusting],I see myself as someone who  [... tends to be lazy],"I see myself as someone who  [... is relaxed, handles stress well]",I see myself as someone who  [... has few artistic interests],"I see myself as someone who  [... is ongoing, sociable]",I see myself as someone who  [... tends to find fault with others],I see myself as someone who  [... does a thorough job],I see myself as someone who  [... get nervous easily],I see myself as someone who  [... has active imagination],"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Function successfully]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Act consistenly]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Reliable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Predictable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Dependable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Follow directions]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Meet the needs of the mission]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Perform exactly as instructed]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Have errors]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide appropriate information]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Malfunction]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Communicate with people]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide Feedback]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Unresponsive]",mean_cultural_closeness_subj,mean_personality_subj,extraversion,agreebleness,coscientiousness,neuroticism,openness,mean_trust_subj
Nationality,1.0,0.2786272467581815,,0.28868408395803175,-0.20569272978207095,-0.20014709886387283,-0.03152331980533467,0.31168936309626855,-0.04967602772832811,0.34354955827572625,-0.03239640842802618,-0.24028432565434177,-0.3830095328882687,-0.03667273401593098,0.06918326955503597,-0.08123771049073697,-0.11154114998108343,0.29012557484465745,0.10247947792987726,-0.035219102486661116,0.06559340306736802,0.07906325299291994,0.05611596507321527,-0.11854972429727632,-0.22634902843707705,0.14915404570696195,0.06897961603239519,-0.1837986880584692,0.0591167839456168,-0.11077863963609823,0.12472201409094318,0.09172476914413243,-0.38595253720843414,0.014898608790298307,-0.3227308961881749,0.04937727017675304
Which picture best describes your relationship with Italy or Germany?,0.2786272467581815,1.0,,0.44079258718053,-0.18264893879085414,-0.2570064378177291,0.08769998061425194,0.2212093420046942,-0.11756769587554607,0.13274691820246376,-0.12582940820934826,-0.13650891037384266,-0.20052891043145166,-0.13405531943499363,-0.16339429254893542,-0.2973949794366889,-0.2517625235266357,0.07043732984844195,-0.11628979869832734,0.0906242800012893,-0.1026292123532508,-0.027216555011687748,-0.14868415417272124,-0.2660540423301794,-0.30944481257134226,-0.19920919635103365,-0.24654577147673376,-0.2540468092156761,0.1915374693621089,-0.18314945416759823,0.11471447337500545,0.13826748847244894,-0.23389980485488648,0.010573705225446947,-0.15455074695348311,-0.02261251363210319
Which picture best describes your relationship with Italian or German language?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which picture best describes your relationship with Italian or German Culture?,0.28868408395803175,0.44079258718053,,1.0,-0.1394796948676539,0.02642043000357339,-0.07990333078772399,0.3107489919290464,-0.15872844561026273,0.20937831366670792,-0.13918030674950124,0.0798714674219745,-0.14626418136251412,0.10561826354856417,-0.2540546595361937,-0.24245097039742783,-0.2861345229765887,-0.09545941795381784,-0.2107515825608917,-0.1194937849530959,-0.23612901891908059,-0.022198824321074156,-0.12857782882175342,-0.44697578465841503,-0.2747122402993728,-0.401538734446772,-0.3238217023041351,-0.2500493220713862,0.6463490938201518,0.048257438444833725,-0.09385492796163496,-0.10422459326864224,-0.25256529850746273,0.16397952393624515,-0.24319388127805203,0.3375609123082998
I see myself as someone who  [... is reserved ],-0.20569272978207095,-0.18264893879085414,,-0.1394796948676539,1.0,0.13205097176952166,-0.13204467585187216,-0.11810513517900355,-0.09395034686290049,-0.3139580066292094,-0.010521123520848495,-0.016216852571460813,0.342267373577922,0.059367925960310215,0.059883463790615286,-0.09407378089212227,0.027910348065736158,-0.0693716740908587,-0.0329498061173549,0.12790354788317967,0.10456681107072648,0.004709583231052196,0.03930738921819965,-0.08700628401411004,0.0269535093839334,0.030661877024663872,0.06855109714734524,0.043000810036872686,0.6654304788308876,-0.02796014993437784,-0.0994944236105711,-0.09979795268607608,0.2568867494107188,0.09541472729352446,0.31425932149521296,0.7167454004692142
I see myself as someone who  [... is generally trusting],-0.20014709886387283,-0.2570064378177291,,0.02642043000357339,0.13205097176952166,1.0,-0.1780914763177284,-0.21956281963900115,0.16053131229722328,0.10411887936904561,-0.26638270335471254,0.3009670672011003,0.2027608682415882,0.11998138717516062,0.07971597222035853,0.2469247290173514,0.21637026912377016,-0.17870311025822477,0.10248534776192675,-0.037786523768935765,0.1628357950582796,0.16366258673215048,-0.04743561113222864,0.19593639133944646,0.061386967809276036,-0.14252748234202817,0.16308420222497796,-0.12532986799978565,0.12167155389311428,0.44493022533645704,-0.854178504793211,-0.2923913043478261,0.23424919649301276,-0.04737743855042545,-0.08858639856870089,0.16132446489065191
I see myself as someone who  [... tends to be lazy],-0.03152331980533467,0.08769998061425194,,-0.07990333078772399,-0.13204467585187216,-0.1780914763177284,1.0,0.07074348100419432,0.13318432890823176,-0.06452559415611023,0.2906919910441088,-0.11982179310753885,0.20783283209204886,-0.23899330974233682,-0.07818477497933046,-0.14108282153248608,-0.03431597209684216,0.17071079137568276,0.06494880413321599,0.07604173744249455,0.060491558406748865,0.05415238216508125,-0.014859276710778796,-0.06395428250256092,0.07442089541923859,0.10174352743343272,-0.056223549343363814,-0.13578689088279797,-0.16198364028400672,0.47418495246138775,0.28334939704617895,0.8743802956966176,0.0778348323855121,-0.21613459111543581,0.05038107887794579,-0.15979390226280205
"I see myself as someone who  [... is relaxed, handles stress well]",0.31168936309626855,0.2212093420046942,,0.3107489919290464,-0.11810513517900355,-0.21956281963900115,0.07074348100419432,1.0,-0.25354213964214595,0.04582059700934322,-0.19828045786001924,0.0013120128775220685,-0.623670046844067,0.2072730867660961,-0.12999824075357502,-0.12251020291679147,-0.22427206957363144,0.05960006905722218,0.061998438748163284,-0.0871438234678624,-0.008459903182917708,-0.07241600707626333,-0.09794819671393631,-0.08669624124270021,-0.3405241545731497,-0.0363832665727575,-0.05563180007083531,-0.05728809601887401,0.14324268718487188,0.012513909030910703,0.049026471190737525,0.05707239260965537,-0.8986259106293711,0.2820739069494426,-0.06490104750194145,0.06106273864139608
I see myself as someone who  [... has few artistic interests],-0.04967602772832811,-0.11756769587554607,,-0.15872844561026273,-0.09395034686290049,0.16053131229722328,0.13318432890823176,-0.25354213964214595,1.0,0.18023669311713134,0.2171765642323515,-0.09880178477582968,0.17858863565173372,-0.3591895090728932,-0.06508345344224811,0.0632220904080859,0.01210675280935915,-0.3439671837294485,-0.06112057638478656,-0.1437823275927926,0.2380191328365623,0.10131219203105156,-0.12439746382518496,-0.04118510093018134,0.13946223347712794,0.20453816374817574,-0.10934440461164174,-0.12750587853656514,-0.1920497535481235,0.48127698001924757,0.0031077128703011275,0.1569445091341791,0.23932366162835086,-0.8731373440629903,-0.18523017038253817,-0.1528502705725065
"I see myself as someone who  [... is ongoing, sociable]",0.34354955827572625,0.13274691820246376,,0.20937831366670792,-0.3139580066292094,0.10411887936904561,-0.06452559415611023,0.04582059700934322,0.18023669311713134,1.0,-0.0014824008958260629,-0.11299945072910246,-0.05744574858517119,-0.10870215077182237,-0.10654091155457612,-0.07830037015021467,-0.21678387021232864,-0.10225422949166178,-0.13924328221031843,-0.04227251765745666,-0.12712975381708685,-0.05828346871045515,-0.047075687822732915,-0.21953519654924217,0.02974852764423748,-0.07833934424136355,-0.08716217732811637,-0.09806403538434903,-0.08409260548114875,0.33773787447421955,-0.0747733017248811,0.0025889018653923886,-0.05737795725635257,-0.18033469442505037,-0.9877416919122038,-0.20658072745275474
