,Nationality,Participant ID,Which picture best describes your relationship with Italy or Germany?,Which picture best describes your relationship with Italian or German language?,Which picture best describes your relationship with Italian or German Culture?,I see myself as someone who  [... is reserved ],I see myself as someone who  [... is generally trusting],I see myself as someone who  [... tends to be lazy],"I see myself as someone who  [... is relaxed, handles stress well]",I see myself as someone who  [... has few artistic interests],"I see myself as someone who  [... is ongoing, sociable]",I see myself as someone who  [... tends to find fault with others],I see myself as someone who  [... does a thorough job],I see myself as someone who  [... get nervous easily],I see myself as someone who  [... has active imagination],"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Function successfully]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Act consistenly]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Reliable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Predictable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Dependable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Follow directions]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Meet the needs of the mission]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Perform exactly as instructed]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Have errors]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide appropriate information]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Malfunction]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Communicate with people]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide Feedback]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Unresponsive]",mean_cultural_closeness_subj,mean_personality_subj,extraversion,agreebleness,coscientiousness,neuroticism,openness,mean_trust_subj
count,14.0,14,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
unique,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
top,,af963537-2f40-45ef-a585-362b6a0cfa23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freq,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean,0.0,,4.714285714285714,7.0,5.142857142857143,3.7857142857142856,4.214285714285714,2.857142857142857,2.5,3.5714285714285716,3.4285714285714284,2.4285714285714284,4.214285714285714,3.7142857142857144,4.071428571428571,0.7000000000000001,0.7285714285714285,0.6642857142857143,0.6642857142857144,0.6071428571428571,0.8214285714285715,0.7214285714285714,0.7071428571428572,0.5785714285714285,0.7428571428571429,0.5285714285714286,0.7142857142857143,0.6857142857142858,0.3571428571428572,5.309523809523809,3.1699999999999995,-1.7857142857142858,-1.3571428571428572,1.2142857142857142,0.5,-2.7285714285714286,1.2067144660894662
std,0.0,,1.2666473875533018,0.0,1.027105182026191,0.9749612559222293,1.1217137594956026,1.167320591199077,1.0919284281983377,1.3424596091494905,1.0894095588038442,0.9376144618769908,0.6992932067530679,1.0690449676496974,1.0716117059605352,0.18810798862519207,0.16837947722821908,0.2097879620259204,0.24053511772118197,0.2164904890939366,0.10509022810878302,0.18471837786446457,0.2234839031005476,0.24862257904942345,0.1398586413506136,0.22336094083368715,0.13506205330054125,0.1561909228976012,0.19889806323953876,0.4022221547635857,0.3453649129209901,1.847183778644646,1.499083969380217,1.8050600428356278,1.9903613896824017,1.1664730346901897,0.07228220689849002
min,0.0,,2.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,0.2,0.4,0.3,0.1,0.2,0.6,0.4,0.4,0.2,0.5,0.2,0.4,0.4,0.1,4.333333333333333,2.58,-4.0,-4.0,-2.0,-3.0,-4.2,1.0178661616161615
25%,0.0,,4.0,7.0,5.0,3.25,4.0,2.25,2.0,3.25,3.0,2.0,4.0,3.0,4.0,0.625,0.625,0.5,0.6,0.5,0.8,0.6,0.525,0.42500000000000004,0.625,0.325,0.7,0.6,0.3,5.333333333333333,2.99,-3.0,-2.0,0.0,0.0,-3.4,1.1757733585858585
50%,0.0,,5.0,7.0,5.0,4.0,5.0,3.0,2.0,4.0,3.5,2.0,4.0,4.0,4.0,0.75,0.7,0.6499999999999999,0.6499999999999999,0.6,0.8,0.7,0.6499999999999999,0.6,0.75,0.5,0.75,0.7,0.3,5.333333333333333,3.115,-2.5,-1.0,1.5,0.5,-2.85,1.2204545454545455
75%,0.0,,5.0,7.0,6.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,5.0,4.75,5.0,0.8,0.875,0.8,0.8,0.75,0.9,0.875,0.9,0.775,0.8,0.75,0.8,0.8,0.4,5.666666666666667,3.4325,-1.0,-0.25,2.75,1.0,-2.225,1.233822601010101
