,Nationality,Participant ID,Which picture best describes your relationship with Italy or Germany?,Which picture best describes your relationship with Italian or German language?,Which picture best describes your relationship with Italian or German Culture?,I see myself as someone who  [... is reserved ],I see myself as someone who  [... is generally trusting],I see myself as someone who  [... tends to be lazy],"I see myself as someone who  [... is relaxed, handles stress well]",I see myself as someone who  [... has few artistic interests],"I see myself as someone who  [... is ongoing, sociable]",I see myself as someone who  [... tends to find fault with others],I see myself as someone who  [... does a thorough job],I see myself as someone who  [... get nervous easily],I see myself as someone who  [... has active imagination],"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Function successfully]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Act consistenly]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Reliable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Predictable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Dependable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Follow directions]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Meet the needs of the mission]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Perform exactly as instructed]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Have errors]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide appropriate information]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Malfunction]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Communicate with people]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide Feedback]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Unresponsive]",mean_cultural_closeness_subj,mean_personality_subj,extraversion,agreebleness,coscientiousness,neuroticism,openness,mean_trust_subj
count,27.0,27,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0
unique,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
top,, 77d6bc3e-0cf1-4b5b-9601-d69825a000f4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freq,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean,1.0,,5.555555555555555,7.0,5.814814814814815,3.2962962962962963,3.740740740740741,2.7777777777777777,3.3333333333333335,3.4444444444444446,4.111111111111111,2.3703703703703702,3.8518518518518516,2.6666666666666665,4.0,0.7222222222222222,0.7037037037037037,0.6185185185185185,0.7851851851851852,0.6555555555555556,0.8111111111111109,0.7444444444444444,0.7407407407407406,0.6111111111111112,0.7074074074074074,0.43333333333333335,0.7629629629629631,0.7111111111111111,0.27777777777777773,5.37037037037037,3.1018518518518516,-1.3703703703703705,-1.0740740740740742,-0.6666666666666666,0.5555555555555556,-3.388888888888889,1.214513187429854
std,0.0,,1.476308632870234,0.0,1.1106836784693621,1.2030350981137032,1.1297580609817643,1.2506408613597129,1.3008872711759816,1.1875421719907087,0.8006407690254357,0.8388704928078611,0.7181013268818793,1.3008872711759818,0.8770580193070292,0.13681355458414463,0.1372294022136249,0.19222790367573317,0.1657238288973178,0.23424729426782046,0.15770794168904392,0.16251232694862383,0.1966239269798278,0.29656149100771323,0.14656562175858803,0.18605210188381266,0.16675211484796174,0.18878830906871763,0.21000610491736685,0.5417077564954127,0.27001477220325787,1.4714761857543484,1.491667263524686,2.353393621658209,1.7171831436157148,0.8059076742947541,0.07881417198046303
min,1.0,,1.0,7.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,0.3,0.3,0.1,0.4,0.1,0.4,0.3,0.3,0.0,0.3,0.1,0.4,0.2,0.0,4.666666666666667,2.68,-4.0,-3.0,-4.0,-2.0,-4.5,1.051830808080808
25%,1.0,,4.5,7.0,5.0,2.5,3.0,2.0,2.0,3.0,4.0,2.0,3.5,1.5,3.0,0.7,0.6499999999999999,0.55,0.7,0.6,0.75,0.7,0.7,0.45,0.6499999999999999,0.3,0.6499999999999999,0.6,0.1,4.833333333333334,2.915,-2.0,-2.0,-2.5,-0.5,-4.15,1.1612373737373736
50%,1.0,,6.0,7.0,6.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,0.7,0.7,0.7,0.8,0.7,0.8,0.8,0.7,0.7,0.7,0.5,0.8,0.8,0.2,5.333333333333333,3.08,-2.0,-1.0,0.0,0.0,-3.3,1.2087752525252524
75%,1.0,,7.0,7.0,7.0,4.0,4.5,4.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,0.8,0.8,0.7,0.9,0.8,0.9,0.9,0.9,0.8,0.8,0.55,0.9,0.8,0.4,5.833333333333334,3.2700000000000005,0.0,0.0,0.5,1.0,-3.1500000000000004,1.2642361111111111
