,Nationality,Participant ID,Which picture best describes your relationship with Italy or Germany?,Which picture best describes your relationship with Italian or German language?,Which picture best describes your relationship with Italian or German Culture?,I see myself as someone who  [... is reserved ],I see myself as someone who  [... is generally trusting],I see myself as someone who  [... tends to be lazy],"I see myself as someone who  [... is relaxed, handles stress well]",I see myself as someone who  [... has few artistic interests],"I see myself as someone who  [... is ongoing, sociable]",I see myself as someone who  [... tends to find fault with others],I see myself as someone who  [... does a thorough job],I see myself as someone who  [... get nervous easily],I see myself as someone who  [... has active imagination],"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Function successfully]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Act consistenly]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Reliable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Predictable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Dependable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Follow directions]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Meet the needs of the mission]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Perform exactly as instructed]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Have errors]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide appropriate information]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Malfunction]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Communicate with people]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide Feedback]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Unresponsive]",mean_cultural_closeness_subj,mean_personality_subj,extraversion,agreebleness,coscientiousness,neuroticism,openness,mean_trust_subj
count,41.0,41,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0
unique,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
top,,af963537-2f40-45ef-a585-362b6a0cfa23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freq,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean,0.6585365853658537,,5.2682926829268295,7.0,5.585365853658536,3.4634146341463414,3.902439024390244,2.8048780487804876,3.048780487804878,3.4878048780487805,3.8780487804878048,2.3902439024390243,3.975609756097561,3.024390243902439,4.024390243902439,0.7146341463414634,0.7121951219512195,0.6341463414634146,0.7439024390243902,0.6390243902439026,0.8146341463414634,0.7365853658536585,0.7292682926829268,0.6,0.7195121951219512,0.4658536585365854,0.7463414634146341,0.702439024390244,0.3048780487804878,5.349593495934959,3.125121951219512,-1.5121951219512195,-1.170731707317073,-0.024390243902439025,0.5365853658536586,-3.163414634146341,1.2118502094111852
std,0.4800914547021732,,1.4495583852315579,0.0,1.117488473231325,1.142312588033804,1.135889036147028,1.208708240129146,1.2835735178047871,1.2272316655691418,0.9538113532355209,0.8624977907359473,0.7241479433806597,1.3131604029601407,0.935088361547955,0.15420923385088864,0.14696108660325616,0.1969895379170693,0.20006096631752643,0.22680172924879544,0.1406431221385463,0.16845785461202992,0.20401458580089854,0.2783882181415011,0.14356098389730051,0.20200217337637852,0.15668050449179977,0.17675944794840356,0.20730559509115418,0.4941390914858056,0.2953398208100248,1.5987800226971847,1.4815943949743844,2.339741490828087,1.7902173188695523,0.9822820617218294,0.07582637638170696
min,0.0,,1.0,7.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.2,0.3,0.1,0.1,0.1,0.4,0.3,0.3,0.0,0.3,0.1,0.4,0.2,0.0,4.333333333333333,2.58,-4.0,-4.0,-4.0,-3.0,-4.5,1.0178661616161615
25%,0.0,,4.0,7.0,5.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,3.0,0.7,0.6,0.5,0.6,0.5,0.8,0.6,0.6,0.4,0.6,0.3,0.7,0.6,0.1,5.0,2.95,-3.0,-2.0,-2.0,0.0,-4.1,1.1656565656565656
50%,1.0,,5.0,7.0,6.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,4.0,3.0,4.0,0.7,0.7,0.7,0.8,0.7,0.8,0.7,0.7,0.6,0.7,0.5,0.8,0.8,0.3,5.333333333333333,3.08,-2.0,-1.0,0.0,0.0,-3.3,1.2155934343434343
75%,1.0,,6.0,7.0,6.0,4.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,0.8,0.8,0.8,0.9,0.8,0.9,0.9,0.9,0.8,0.8,0.6,0.8,0.8,0.4,5.666666666666667,3.28,0.0,0.0,2.0,1.0,-2.3,1.2563762626262627
