,Nationality,Which picture best describes the relationship between Pepper and your country? ,Which picture best describes the relationship between Pepper and your national culture? ,Which picture best describes the relationship between Pepper and your own preferences? ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,mean_cultural_closeness,mean_competence
Nationality,1.0,-0.07704979705312287,-0.06079476701167377,0.18397256183091776,0.30465670396946554,0.28742371394375865,0.43544857564807854,0.025281333043099676,0.2570025328656481,0.2511091000206426,0.019958257090346182,0.2702750060777305
Which picture best describes the relationship between Pepper and your country? ,-0.07704979705312287,1.0,0.8688147019036596,0.6356520318882521,0.6092253657739597,0.4312815978269659,0.43710572017380633,0.49863061823637544,0.3738146239005136,0.4508511861668001,0.94610814444244,0.615980332711826
Which picture best describes the relationship between Pepper and your national culture? ,-0.06079476701167377,0.8688147019036596,1.0,0.49019868965170527,0.5808237094701691,0.4187467660055767,0.42468857714974456,0.5095064673210747,0.28891687529712,0.42888253712528673,0.8866558287323918,0.5830596423836572
Which picture best describes the relationship between Pepper and your own preferences? ,0.18397256183091776,0.6356520318882521,0.49019868965170527,1.0,0.7113844816044086,0.6441173619277446,0.542090190530669,0.6921204939053399,0.47322174208300627,0.7045070625552698,0.8107651722443411,0.7762617265077895
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,0.30465670396946554,0.6092253657739597,0.5808237094701691,0.7113844816044086,1.0,0.7652147789501157,0.728583199671052,0.7264918589160684,0.6374500094508788,0.7962835729406018,0.7211584020580012,0.8879913524745768
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,0.28742371394375865,0.4312815978269659,0.4187467660055767,0.6441173619277446,0.7652147789501157,1.0,0.6697001815743348,0.6392703088742874,0.42928516705326153,0.7424263722108836,0.567931164509336,0.8283370952385098
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,0.43544857564807854,0.43710572017380633,0.42468857714974456,0.542090190530669,0.728583199671052,0.6697001815743348,1.0,0.5351218813379386,0.6096994495656755,0.7664637356554433,0.5326268905219635,0.8489564162432784
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,0.025281333043099676,0.49863061823637544,0.5095064673210747,0.6921204939053399,0.7264918589160684,0.6392703088742874,0.5351218813379386,1.0,0.40769723551959564,0.7797295518161159,0.6453518669218581,0.8187387753052375
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,0.2570025328656481,0.3738146239005136,0.28891687529712,0.47322174208300627,0.6374500094508788,0.42928516705326153,0.6096994495656755,0.40769723551959564,1.0,0.7072219803270998,0.4323415163376114,0.7234073467293409
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,0.2511091000206426,0.4508511861668001,0.42888253712528673,0.7045070625552698,0.7962835729406018,0.7424263722108836,0.7664637356554433,0.7797295518161159,0.7072219803270998,1.0,0.6026137177963395,0.9399623321936487
mean_cultural_closeness,0.019958257090346182,0.94610814444244,0.8866558287323918,0.8107651722443411,0.7211584020580012,0.567931164509336,0.5326268905219635,0.6453518669218581,0.4323415163376114,0.6026137177963395,1.0,0.74980327754717
mean_competence,0.2702750060777305,0.615980332711826,0.5830596423836572,0.7762617265077895,0.8879913524745768,0.8283370952385098,0.8489564162432784,0.8187387753052375,0.7234073467293409,0.9399623321936487,0.74980327754717,1.0
