,Which picture best describes the relationship between Pepper and your country? ,Which picture best describes the relationship between Pepper and your national culture? ,Which picture best describes the relationship between Pepper and your own preferences? ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,mean_cultural_closeness,mean_competence
Which picture best describes the relationship between Pepper and your country? ,1.0,0.8259552655490228,0.7703963197669687,0.5309738756443682,0.26758794028342153,0.3411922056731677,0.607310747422358,0.6273996034068673,0.439949782676762,0.93282502594165,0.5864606535650355
Which picture best describes the relationship between Pepper and your national culture? ,0.8259552655490228,1.0,0.7907293056505418,0.5494278815500356,0.10319067703818353,0.2842478016608115,0.5865139542491552,0.4291885205486666,0.3779301612974233,0.9372362012978915,0.4770220901320643
Which picture best describes the relationship between Pepper and your own preferences? ,0.7703963197669687,0.7907293056505418,1.0,0.6303273442084395,0.28968272975116055,0.5012804118276032,0.6970492019236215,0.6909698540343896,0.5928821554435816,0.9181230730850395,0.6834719452276389
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,0.5309738756443682,0.5494278815500356,0.6303273442084395,1.0,0.7403230719510645,0.7959602644705538,0.7530996938007338,0.7625705803850639,0.8936708860759491,0.6133032341178658,0.8952666267448888
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,0.26758794028342153,0.10319067703818353,0.28968272975116055,0.7403230719510645,1.0,0.8360078294544202,0.5587872357005612,0.7461922866225631,0.7638253916955425,0.23809387730413403,0.8553711250648814
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,0.3411922056731677,0.2842478016608115,0.5012804118276032,0.7959602644705538,0.8360078294544202,1.0,0.5846682352449444,0.7662337071414514,0.9005389853498964,0.4043314920560089,0.9117075759298732
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,0.607310747422358,0.5865139542491552,0.6970492019236215,0.7530996938007338,0.5587872357005612,0.5846682352449444,1.0,0.7065408928330841,0.7698974564877389,0.6782230436407433,0.8176634541680087
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,0.6273996034068673,0.4291885205486666,0.6909698540343896,0.7625705803850639,0.7461922866225631,0.7662337071414514,0.7065408928330841,1.0,0.7378385615617644,0.6281944248297588,0.9085363257452922
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,0.439949782676762,0.3779301612974233,0.5928821554435816,0.8936708860759491,0.7638253916955425,0.9005389853498964,0.7698974564877389,0.7378385615617644,1.0,0.5062539423445656,0.9271699003943755
mean_cultural_closeness,0.93282502594165,0.9372362012978915,0.9181230730850395,0.6133032341178658,0.23809387730413403,0.4043314920560089,0.6782230436407433,0.6281944248297588,0.5062539423445656,1.0,0.6272642907371132
mean_competence,0.5864606535650355,0.4770220901320643,0.6834719452276389,0.8952666267448888,0.8553711250648814,0.9117075759298732,0.8176634541680087,0.9085363257452922,0.9271699003943755,0.6272642907371132,1.0
