,Nationality,Participant ID,Which picture best describes your relationship with Italy or Germany?,Which picture best describes your relationship with Italian or German language?,Which picture best describes your relationship with Italian or German Culture?,I see myself as someone who  [... is reserved ],I see myself as someone who  [... is generally trusting],I see myself as someone who  [... tends to be lazy],"I see myself as someone who  [... is relaxed, handles stress well]",I see myself as someone who  [... has few artistic interests],"I see myself as someone who  [... is ongoing, sociable]",I see myself as someone who  [... tends to find fault with others],I see myself as someone who  [... does a thorough job],I see myself as someone who  [... get nervous easily],I see myself as someone who  [... has active imagination],"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Function successfully]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Act consistenly]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Reliable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Predictable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Dependable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Follow directions]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Meet the needs of the mission]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Perform exactly as instructed]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Have errors]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide appropriate information]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Malfunction]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Communicate with people]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide Feedback]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Unresponsive]",mean_cultural_closeness_subj,mean_personality_subj,extraversion,agreebleness,coscientiousness,neuroticism,openness,mean_trust_subj
count,25.0,25,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
unique,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
top,,af963537-2f40-45ef-a585-362b6a0cfa23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freq,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean,0.0,,4.68,6.32,5.32,3.64,4.2,2.72,2.84,3.4,3.8,2.36,4.2,3.6,4.0,0.732,0.74,0.6960000000000001,0.6839999999999999,0.612,0.7880000000000001,0.7360000000000001,0.7320000000000002,0.508,0.7240000000000001,0.40800000000000003,0.7240000000000001,0.6519999999999999,0.32,5.093333333333333,3.1852,-1.84,-1.48,0.76,0.6,-3.068,1.1620858585858587
std,0.0,,1.0295630140987,0.8020806277010644,0.9882644720249062,0.9073771725877466,0.9999999999999999,1.1372481406154653,1.312757911167681,1.35400640077266,0.816496580927726,0.8602325267042628,0.7637626158259734,1.118033988749895,0.9574271077563381,0.17492855684535902,0.15275252316519466,0.1903505538035898,0.22487033300697243,0.19646882704388502,0.13638181696985857,0.16802777548171416,0.199415813481947,0.25967928938083096,0.13316656236958788,0.25645012510557813,0.1535143858622594,0.12948616399703355,0.17795130420052185,0.44638465392445936,0.31923241272360375,1.5459624833740306,1.5033296378372907,2.0872629605937694,1.6832508230603465,0.8711677986090471,0.08890321162312
min,0.0,,3.0,5.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,0.2,0.4,0.3,0.1,0.2,0.5,0.4,0.4,0.0,0.5,0.0,0.4,0.4,0.0,4.333333333333333,2.58,-4.0,-4.0,-4.0,-3.0,-4.6,1.0178661616161615
25%,0.0,,4.0,6.0,5.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,4.0,3.0,4.0,0.7,0.7,0.5,0.6,0.5,0.7,0.6,0.6,0.3,0.6,0.2,0.7,0.5,0.2,5.0,3.02,-3.0,-2.0,-1.0,0.0,-3.4,1.130871212121212
50%,0.0,,5.0,7.0,5.0,4.0,5.0,3.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,0.8,0.8,0.7,0.7,0.6,0.8,0.7,0.7,0.5,0.7,0.4,0.8,0.7,0.3,5.0,3.16,-2.0,-1.0,1.0,0.0,-3.2,1.168181818181818
75%,0.0,,5.0,7.0,6.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,0.8,0.8,0.8,0.8,0.8,0.9,0.9,0.9,0.7,0.8,0.5,0.8,0.7,0.4,5.333333333333333,3.3899999999999997,-1.0,0.0,2.0,1.0,-2.5,1.2233585858585858
