,Nationality,Participant ID,Which picture best describes your relationship with Italy or Germany?,Which picture best describes your relationship with Italian or German language?,Which picture best describes your relationship with Italian or German Culture?,I see myself as someone who  [... is reserved ],I see myself as someone who  [... is generally trusting],I see myself as someone who  [... tends to be lazy],"I see myself as someone who  [... is relaxed, handles stress well]",I see myself as someone who  [... has few artistic interests],"I see myself as someone who  [... is ongoing, sociable]",I see myself as someone who  [... tends to find fault with others],I see myself as someone who  [... does a thorough job],I see myself as someone who  [... get nervous easily],I see myself as someone who  [... has active imagination],"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Function successfully]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Act consistenly]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Reliable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Predictable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Dependable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Follow directions]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Meet the needs of the mission]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Perform exactly as instructed]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Have errors]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide appropriate information]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Malfunction]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Communicate with people]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide Feedback]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Unresponsive]",mean_cultural_closeness_subj,mean_personality_subj,extraversion,agreebleness,coscientiousness,neuroticism,openness,mean_trust_subj
count,32.0,32,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0
unique,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
top,, 77d6bc3e-0cf1-4b5b-9601-d69825a000f4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freq,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean,1.0,,5.75,6.8125,5.90625,3.21875,3.65625,2.75,3.46875,3.25,4.09375,2.40625,3.875,2.625,3.8125,0.7281249999999999,0.703125,0.63125,0.76875,0.6312500000000001,0.828125,0.7593749999999999,0.771875,0.628125,0.71875,0.45,0.775,0.7125,0.296875,5.3125,3.0665625000000003,-1.25,-1.125,-0.84375,0.5625,-3.3656249999999996,1.2102805397727272
std,0.0,,1.1071614388213236,0.39655776945626603,0.9625026183458311,1.184152752788036,1.0957211500695228,1.270001270001905,1.2439369084716734,1.1639753904947558,0.7343803620257232,0.7975516971817058,0.7931155389125321,1.3136995286643378,1.0297979758028961,0.13009766802601214,0.1355618535172497,0.18567661794532156,0.1615199977631852,0.22351661553306243,0.13255400603576278,0.1477997228161005,0.18002575980550226,0.29863601213171775,0.13545026464923718,0.19176598642195936,0.15657627225176254,0.18621874061124652,0.20865834862667945,0.5612166762544508,0.26034232272145075,1.4591203713417602,1.6800537625806178,2.273399827173731,1.7768674864817942,0.7451388158180392,0.08105076575471275
min,1.0,,4.0,6.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,0.3,0.3,0.1,0.4,0.1,0.5,0.3,0.3,0.0,0.3,0.1,0.4,0.2,0.0,4.0,2.59,-4.0,-4.0,-4.0,-2.0,-4.5,1.0145833333333332
25%,1.0,,5.0,7.0,5.0,2.0,3.0,2.0,3.0,3.0,4.0,2.0,3.75,1.0,3.0,0.7,0.6,0.575,0.7,0.5,0.8,0.7,0.7,0.475,0.6749999999999999,0.3,0.7,0.6,0.1,4.916666666666667,2.8775,-2.0,-2.25,-2.25,-0.25,-4.125,1.1624999999999999
50%,1.0,,6.0,7.0,6.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,2.5,4.0,0.75,0.7,0.7,0.8,0.7,0.8,0.8,0.8,0.6499999999999999,0.7,0.5,0.8,0.8,0.3,5.333333333333333,3.075,-2.0,-1.0,-1.0,0.0,-3.3,1.2153724747474746
75%,1.0,,7.0,7.0,7.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,0.8,0.8,0.7,0.9,0.725,0.9,0.9,0.9,0.9,0.8,0.6,0.9,0.8,0.4,5.666666666666667,3.2700000000000005,0.0,0.0,0.25,1.0,-3.1750000000000003,1.2571969696969698
max,1.0,,7.0,7.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,0.9,0.9,1.0,1.0,1.0,1.0,0.9,1.0,1.0,0.9,0.8,1.0,1.0,0.8,6.333333333333333,3.5700000000000003,2.0,3.0,4.0,4.0,-1.2,1.356439393939394
