,Which picture best describes your relationship with Italy or Germany?,Which picture best describes your relationship with Italian or German language?,Which picture best describes your relationship with Italian or German Culture?,I see myself as someone who  [... is reserved ],I see myself as someone who  [... is generally trusting],I see myself as someone who  [... tends to be lazy],"I see myself as someone who  [... is relaxed, handles stress well]",I see myself as someone who  [... has few artistic interests],"I see myself as someone who  [... is ongoing, sociable]",I see myself as someone who  [... tends to find fault with others],I see myself as someone who  [... does a thorough job],I see myself as someone who  [... get nervous easily],I see myself as someone who  [... has active imagination],"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Function successfully]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Act consistenly]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Reliable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Predictable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Dependable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Follow directions]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Meet the needs of the mission]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Perform exactly as instructed]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Have errors]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide appropriate information]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Malfunction]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Communicate with people]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide Feedback]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Unresponsive]",mean_cultural_closeness_subj,mean_personality_subj,extraversion,agreebleness,coscientiousness,neuroticism,openness,mean_trust_subj,Which picture best describes the relationship between Pepper and your country? ,Which picture best describes the relationship between Pepper and your national culture? ,Which picture best describes the relationship between Pepper and your own preferences? ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,mean_cultural_closeness,mean_competence
Which picture best describes your relationship with Italy or Germany?,1.0,-0.5773502691896261,0.30151134457776374,0.3015113445777635,0.5773502691896258,-0.19245008972987543,0.22941573387056194,0.7071067811865477,0.5773502691896261,9.930136612989092e-17,0.904534033733291,-0.40824829046386335,-0.22941573387056155,0.9045340337332911,0.894427190999916,0.6666666666666669,0.9045340337332909,0.9045340337332909,0.7071067811865472,0.816496580927726,0.7624928516630228,-0.8451542547285166,0.5773502691896261,-0.8164965809277261,0.5345224838248488,0.904534033733291,1.962615573354719e-16,0.5773502691896264,0.9801960588196075,1.9860273225978183e-16,0.329292779969071,0.5547001962252294,-0.32929277996907125,-0.6882472016116852,-0.5676301248462509,0.6882472016116854,0.6666666666666671,0.9622504486493764,0.5773502691896256,-0.19245008972987554,-1.9860273225978183e-16,,0.3333333333333332,-3.1401849173675503e-16,0.8571428571428572,0.314485451016575
Which picture best describes your relationship with Italian or German language?,-0.5773502691896261,1.0,-0.8703882797784891,0.5222329678670935,-0.3333333333333333,0.7777777777777778,-0.9271726499455305,-0.8164965809277261,-1.0,-0.2581988897471611,-0.5222329678670935,0.9428090415820635,-0.6622661785325219,-0.1740776559556979,-0.25819888974716126,0.19245008972987498,-0.17407765595569796,-0.17407765595569796,0.0,0.0,0.08804509063256284,0.0975900072948534,-0.3333333333333337,0.4714045207910316,-0.6172133998483678,-0.5222329678670933,-0.8164965809277261,-0.3333333333333352,-0.7276068751089977,-0.7745966692414834,-0.06337242505244779,-0.8006407690254357,0.9505863757867169,-0.13245323570650439,-0.24325712564297838,-0.9271726499455306,-0.9622504486493764,-0.5555555555555556,0.33333333333333337,0.7777777777777778,0.7745966692414834,,0.5773502691896257,0.8164965809277261,-0.9072647087265547,0.5689138807086747
Which picture best describes your relationship with Italian or German Culture?,0.30151134457776374,-0.8703882797784891,1.0,-0.45454545454545453,0.5222329678670934,-0.9864400504156209,0.8992288030258969,0.42640143271122094,0.8703882797784892,-0.1348399724926484,0.45454545454545453,-0.7385489458759963,0.7608859102526822,-0.09090909090909062,0.13483997249264862,-0.3015113445777633,-0.09090909090909087,-0.09090909090909087,0.0,-0.24618298195866534,-0.32186034291019244,0.050964719143762424,-0.1740776559556974,-0.4923659639173309,0.16116459280507633,0.4545454545454544,0.8528028654224418,0.5222329678670957,0.46442036401282283,0.6741998624632421,0.3640468657768223,0.9198662110078,-0.8273792404018689,0.48420012470625223,0.23995857128321893,0.8992288030258969,0.9045340337332911,0.1740776559556979,-0.5222329678670934,-0.9864400504156209,-0.9438798074485389,,-0.7035264706814485,-0.8528028654224417,0.7322418368317117,-0.7901744265512676
I see myself as someone who  [... is reserved ],0.3015113445777635,0.5222329678670935,-0.45454545454545453,1.0,0.5222329678670935,0.40618119722996154,-0.760885910252682,-0.42640143271122083,-0.5222329678670935,-0.674199862463242,0.45454545454545453,0.7385489458759964,-0.899228803025897,0.6363636363636366,0.6741998624632419,0.9045340337332909,0.636363636363636,0.636363636363636,0.8528028654224415,0.7385489458759964,0.7816608327818948,-0.7644707871564382,-0.17407765595569805,-0.4923659639173309,-0.4834937784152284,0.4545454545454547,-0.8528028654224418,0.5222329678670927,0.1266600992762265,-0.9438798074485389,0.6288082227054204,-0.08362420100070908,0.7611889011697195,-0.6225430174794672,-0.9527766800951333,-0.2075143391598224,-0.30151134457776363,0.17407765595569785,0.8703882797784893,0.4061811972299616,0.674199862463242,,0.9045340337332909,0.8528028654224419,-0.12921914767618442,0.7775316357264472
I see myself as someone who  [... is generally trusting],0.5773502691896258,-0.3333333333333333,0.5222329678670934,0.5222329678670935,1.0,-0.5555555555555555,0.13245323570650439,6.043288691157859e-17,0.3333333333333333,-0.7745966692414834,0.8703882797784892,0.0,-0.13245323570650439,0.5222329678670941,0.7745966692414834,0.5773502691896261,0.5222329678670932,0.5222329678670932,0.8164965809277257,0.4714045207910318,0.44022545316281136,-0.6831300510639734,-0.33333333333333315,-0.9428090415820632,-0.30860669992418377,0.8703882797784892,-7.554110863947324e-17,1.0000000000000013,0.5659164584181109,-0.25819888974716115,0.9505863757867169,0.8006407690254357,-0.06337242505244779,-0.13245323570650439,-0.6824713802761339,0.6622661785325219,0.5773502691896258,0.3333333333333333,0.3333333333333336,-0.5555555555555556,-0.25819888974716115,,0.19245008972987526,1.2086577382315719e-16,0.5773502691896258,-0.012104550653376135
I see myself as someone who  [... tends to be lazy],-0.19245008972987543,0.7777777777777778,-0.9864400504156209,0.40618119722996154,-0.5555555555555555,1.0,-0.8388704928078611,-0.2721655269759088,-0.7777777777777778,0.25819888974716115,-0.40618119722996154,0.6285393610547089,-0.7505683356701913,0.17407765595569755,-0.08606629658238724,0.3207501495497918,0.17407765595569788,0.17407765595569788,0.0,0.3142696805273543,0.38152872607443744,-0.09759000729485319,0.3333333333333329,0.4714045207910316,-2.855185531745128e-16,-0.4061811972299615,-0.8164965809277261,-0.5555555555555579,-0.350329236163591,-0.6024640760767093,-0.4436069753671345,-0.9073928715621603,0.7393449589452241,-0.5739640213948523,-0.22523807929905432,-0.838870492807861,-0.8339503888294595,-0.037037037037037035,0.5555555555555554,1.0,0.9467292624062573,,0.7056503290095426,0.816496580927726,-0.6323360091124474,0.8190745942117793
"I see myself as someone who  [... is relaxed, handles stress well]",0.22941573387056194,-0.9271726499455305,0.8992288030258969,-0.760885910252682,0.13245323570650439,-0.8388704928078611,1.0,0.6488856845230501,0.9271726499455305,0.3077935056255462,0.2075143391598224,-0.9365858115816939,0.8947368421052632,-0.20751433915982237,-0.10259783520851519,-0.5353033790313105,-0.2075143391598222,-0.2075143391598222,-0.3244428422615249,-0.37463432463267754,-0.45481242855185805,0.27144835701531833,0.13245323570650472,-0.1873171623163388,0.4905114715879729,0.20751433915982226,0.9733285267845754,0.13245323570650627,0.4176201680321016,0.9233805168766386,-0.07554494477488184,0.6999132392733556,-0.9820842820734641,0.47368421052631576,0.550428303917968,0.7894736842105264,0.8411910241920599,0.22075539284417398,-0.662266178532522,-0.8388704928078611,-0.9233805168766386,,-0.8411910241920598,-0.9733285267845753,0.6882472016116853,-0.8224861801170381
I see myself as someone who  [... has few artistic interests],0.7071067811865477,-0.8164965809277261,0.42640143271122094,-0.42640143271122083,6.043288691157859e-17,-0.2721655269759088,0.6488856845230501,1.0,0.8164965809277261,0.6324555320336759,0.42640143271122083,-0.8660254037844388,0.32444284226152525,0.4264014327112208,0.31622776601683805,1.6355129777955988e-16,0.4264014327112211,0.4264014327112211,0.0,0.28867513459481275,0.21566554640687657,-0.23904572186687878,0.8164965809277264,-0.2886751345948129,0.9449111825230679,0.4264014327112208,0.5000000000000001,7.478569755307839e-16,0.7921180343813387,0.6324555320336759,-0.3104602102825331,0.3922322702763682,-0.7761505257063329,-0.3244428422615251,0.16551550947816493,0.6488856845230502,0.7071067811865478,0.8164965809277261,-2.719479911021037e-16,-0.27216552697590884,-0.31622776601683794,,-0.23570226039551587,-0.5000000000000003,0.8081220356417685,-0.1185998906657766
"I see myself as someone who  [... is ongoing, sociable]",0.5773502691896261,-1.0,0.8703882797784892,-0.5222329678670935,0.3333333333333333,-0.7777777777777778,0.9271726499455305,0.8164965809277261,1.0,0.2581988897471611,0.5222329678670935,-0.9428090415820635,0.6622661785325219,0.1740776559556979,0.25819888974716126,-0.19245008972987498,0.17407765595569796,0.17407765595569796,0.0,0.0,-0.08804509063256284,-0.0975900072948534,0.3333333333333337,-0.4714045207910316,0.6172133998483678,0.5222329678670933,0.8164965809277261,0.3333333333333352,0.7276068751089977,0.7745966692414834,0.06337242505244779,0.8006407690254357,-0.9505863757867169,0.13245323570650439,0.24325712564297838,0.9271726499455306,0.9622504486493764,0.5555555555555556,-0.33333333333333337,-0.7777777777777778,-0.7745966692414834,,-0.5773502691896257,-0.8164965809277261,0.9072647087265547,-0.5689138807086747
I see myself as someone who  [... tends to find fault with others],9.930136612989092e-17,-0.2581988897471611,-0.1348399724926484,-0.674199862463242,-0.7745966692414834,0.25819888974716115,0.3077935056255462,0.6324555320336759,0.2581988897471611,1.0,-0.40451991747794525,-0.5477225575051661,0.30779350562554625,-0.1348399724926489,-0.39999999999999997,-0.447213595499958,-0.13483997249264804,-0.13483997249264804,-0.6324555320336757,-0.1825741858350555,-0.2045983018411418,0.3779644730092273,0.7745966692414833,0.5477225575051661,0.8366600265340755,-0.4045199174779454,0.31622776601683794,-0.774596669241484,0.06262242910851393,0.6,-0.9326733179802505,-0.3721042037676255,-0.4417926243064344,-0.10259783520851548,0.6333212576213688,-0.10259783520851541,-3.310045537663031e-17,0.25819888974716115,-0.25819888974716143,0.25819888974716104,4.4408920985006264e-17,,-0.2981423969999719,-0.3162277660168381,0.0638876564999939,-0.0656330123313895
