,Nationality,Participant ID,Which picture best describes your relationship with Italy or Germany?,Which picture best describes your relationship with Italian or German language?,Which picture best describes your relationship with Italian or German Culture?,I see myself as someone who  [... is reserved ],I see myself as someone who  [... is generally trusting],I see myself as someone who  [... tends to be lazy],"I see myself as someone who  [... is relaxed, handles stress well]",I see myself as someone who  [... has few artistic interests],"I see myself as someone who  [... is ongoing, sociable]",I see myself as someone who  [... tends to find fault with others],I see myself as someone who  [... does a thorough job],I see myself as someone who  [... get nervous easily],I see myself as someone who  [... has active imagination],"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Function successfully]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Act consistenly]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Reliable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Predictable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Dependable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Follow directions]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Meet the needs of the mission]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Perform exactly as instructed]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Have errors]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide appropriate information]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Malfunction]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Communicate with people]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide Feedback]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Unresponsive]",mean_cultural_closeness_subj,mean_personality_subj,extraversion,agreebleness,coscientiousness,neuroticism,openness,mean_trust_subj
count,41.0,41,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0
unique,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
top,, 77d6bc3e-0cf1-4b5b-9601-d69825a000f4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freq,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean,0.5853658536585366,,5.512195121951219,6.560975609756097,6.121951219512195,3.4390243902439024,3.8536585365853657,2.6097560975609757,3.3902439024390243,3.1707317073170733,4.048780487804878,2.3658536585365852,4.024390243902439,2.8780487804878048,4.0,0.7121951219512195,0.6975609756097562,0.6292682926829268,0.7292682926829269,0.6,0.8146341463414634,0.7341463414634146,0.7414634146341463,0.5560975609756098,0.7097560975609756,0.42195121951219516,0.7317073170731707,0.6609756097560975,0.28536585365853656,5.373983739837398,3.1053658536585362,-1.4878048780487805,-1.4146341463414633,-0.5121951219512195,0.8292682926829268,-3.336585365853659,1.207859078590786
std,0.4987789969564456,,1.2474363955631604,0.8674324321756963,0.7139720565687256,1.096557807135695,1.0853795559562587,1.1592680617632793,1.2222530175967619,1.3019684908704634,0.8047117344799665,0.8293400255919042,0.7901836773196717,1.2489019567447939,0.9746794344808963,0.16762327098469879,0.1557045357047263,0.20030464602577794,0.18199437139514013,0.21447610589527216,0.1236142702315475,0.16971999896529724,0.2036855539257725,0.2837681980841096,0.13191830435686416,0.2150723077501509,0.15722440076248329,0.16714970652156078,0.20440275879957698,0.46663762975865447,0.2763159202884952,1.5671941682432364,1.596490052522996,2.1227570659346795,1.8152470771824734,0.8407603991509638,0.07682815999814614
min,0.0,,3.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,0.2,0.3,0.1,0.1,0.1,0.5,0.3,0.3,0.0,0.3,0.0,0.4,0.2,0.0,4.333333333333333,2.68,-4.0,-4.0,-4.0,-3.0,-4.6,1.0335858585858586
25%,0.0,,5.0,6.0,6.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,3.0,0.7,0.6,0.5,0.6,0.5,0.8,0.6,0.6,0.3,0.6,0.3,0.6,0.5,0.1,5.0,2.95,-3.0,-3.0,-2.0,0.0,-4.2,1.159280303030303
50%,1.0,,6.0,7.0,6.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,0.7,0.7,0.6,0.8,0.6,0.8,0.7,0.7,0.5,0.7,0.4,0.8,0.7,0.3,5.333333333333333,3.08,-2.0,-1.0,-1.0,0.0,-3.3,1.2155934343434343
75%,1.0,,7.0,7.0,7.0,4.0,5.0,4.0,4.0,4.0,5.0,3.0,5.0,4.0,5.0,0.8,0.8,0.8,0.8,0.7,0.9,0.9,0.9,0.8,0.8,0.5,0.8,0.8,0.4,5.666666666666667,3.2700000000000005,0.0,0.0,1.0,2.0,-3.1,1.2482323232323234
