,Which picture best describes the relationship between Pepper and your country? ,Which picture best describes the relationship between Pepper and your national culture? ,Which picture best describes the relationship between Pepper and your own preferences? ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,mean_cultural_closeness,mean_competence
Which picture best describes the relationship between Pepper and your country? ,1.0,0.7230769230769231,0.8227533512074423,0.17541160386140595,0.6445033866354896,0.3892034043284158,0.4076197322920545,0.8159691949575031,0.14322297480788668,0.9579389640386956,0.6171062777286374
Which picture best describes the relationship between Pepper and your national culture? ,0.7230769230769231,1.0,0.48617243480439765,0.7016464154456235,0.5012804118276029,0.6811059575747279,0.4076197322920545,0.8159691949575033,0.5012804118276031,0.8474075451111538,0.7015770990146867
Which picture best describes the relationship between Pepper and your own preferences? ,0.8227533512074423,0.48617243480439765,1.0,0.21320071635561053,0.8703882797784891,0.3843530573929036,0.7431505414602934,0.798555430998317,0.1740776559556979,0.8508410434878083,0.7186792349548997
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,0.17541160386140595,0.7016464154456235,0.21320071635561053,1.0,0.5443310539518172,0.9013878188659973,0.5809475019311124,0.6645343026631946,0.8845379626717033,0.4200840252084029,0.7758430784668165
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,0.6445033866354896,0.5012804118276029,0.8703882797784891,0.5443310539518172,1.0,0.7359800721939872,0.8959786703810408,0.8878745226005821,0.6111111111111112,0.7431605356175384,0.9356472285774797
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,0.3892034043284158,0.6811059575747279,0.3843530573929036,0.9013878188659973,0.7359800721939872,1.0,0.6445033866354896,0.8210112770999012,0.9624354790229063,0.5534241416336899,0.9126606528872425
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,0.4076197322920545,0.4076197322920545,0.7431505414602934,0.5809475019311124,0.8959786703810408,0.6445033866354896,1.0,0.7019264419631214,0.579750904364203,0.5694424517739725,0.8496408290280226
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,0.8159691949575031,0.8159691949575033,0.798555430998317,0.6645343026631946,0.8878745226005821,0.8210112770999012,0.7019264419631214,1.0,0.6412427107670873,0.9136153464604818,0.9422565508146775
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,0.14322297480788668,0.5012804118276031,0.1740776559556979,0.8845379626717033,0.6111111111111112,0.9624354790229063,0.579750904364203,0.6412427107670873,1.0,0.3144140727612662,0.8045838035627355
mean_cultural_closeness,0.9579389640386956,0.8474075451111538,0.8508410434878083,0.4200840252084029,0.7431605356175384,0.5534241416336899,0.5694424517739725,0.9136153464604818,0.3144140727612662,1.0,0.7623514271051414
mean_competence,0.6171062777286374,0.7015770990146867,0.7186792349548997,0.7758430784668165,0.9356472285774797,0.9126606528872425,0.8496408290280226,0.9422565508146775,0.8045838035627355,0.7623514271051414,1.0
