,Which picture best describes the relationship between Pepper and your country? ,Which picture best describes the relationship between Pepper and your national culture? ,Which picture best describes the relationship between Pepper and your own preferences? ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,mean_cultural_closeness,mean_competence
Which picture best describes the relationship between Pepper and your country? ,1.0,0.6666666666666666,0.19611613513818404,0.4120816918460671,0.4472135954999579,0.52999894000318,0.31943828249996997,0.5303300858899106,0.4402254531628119,0.7811334658849433,0.5282437644254573
Which picture best describes the relationship between Pepper and your national culture? ,0.6666666666666666,1.0,-0.09805806756909205,0.48076197382041164,0.11180339887498938,0.52999894000318,0.2555506259999761,0.7071067811865475,0.2641352718976872,0.5858500994137075,0.4371672533176199
Which picture best describes the relationship between Pepper and your own preferences? ,0.19611613513818404,-0.09805806756909205,1.0,0.7408121303555022,0.8112786678590023,0.6444363311926992,0.7392346162730674,0.22534695471649926,0.8806202075302126,0.7021340166337274,0.7478045380195246
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,0.4120816918460671,0.48076197382041164,0.7408121303555022,1.0,0.7525115181215901,0.8881716301507393,0.9389939643033254,0.5949125906938243,0.870762477758559,0.8404926449130071,0.9240957059001842
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,0.4472135954999579,0.11180339887498938,0.8112786678590023,0.7525115181215901,1.0,0.8769841068089579,0.7571428571428572,0.6126912966576232,0.9449990771497891,0.7568892626614566,0.9218704688242935
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,0.52999894000318,0.52999894000318,0.6444363311926992,0.8881716301507393,0.8769841068089579,1.0,0.7787889751585341,0.8619614423452406,0.923943333213291,0.841799814804061,0.9840736626074194
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,0.31943828249996997,0.2555506259999761,0.7392346162730674,0.9389939643033254,0.7571428571428572,0.7787889751585341,1.0,0.39528470752104733,0.7931242254650017,0.7153019405372006,0.8545679119797679
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,0.5303300858899106,0.7071067811865475,0.22534695471649926,0.5949125906938243,0.6126912966576232,0.8619614423452406,0.39528470752104733,1.0,0.6537014466829247,0.6328950498050973,0.7610030065885854
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,0.4402254531628119,0.2641352718976872,0.8806202075302126,0.870762477758559,0.9449990771497891,0.923943333213291,0.7931242254650017,0.6537014466829247,1.0,0.8596870849995923,0.960656993063457
mean_cultural_closeness,0.7811334658849433,0.5858500994137075,0.7021340166337274,0.8404926449130071,0.7568892626614566,0.841799814804061,0.7153019405372006,0.6328950498050973,0.8596870849995923,1.0,0.8734768490502535
mean_competence,0.5282437644254573,0.4371672533176199,0.7478045380195246,0.9240957059001842,0.9218704688242935,0.9840736626074194,0.8545679119797679,0.7610030065885854,0.960656993063457,0.8734768490502535,1.0
