,Which picture best describes the relationship between Pepper and your country? ,Which picture best describes the relationship between Pepper and your national culture? ,Which picture best describes the relationship between Pepper and your own preferences? ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,mean_cultural_closeness,mean_competence
Which picture best describes the relationship between Pepper and your country? ,1.0,0.875,0.8976656233969147,0.08574929257125441,0.1786474002526241,0.78535872132923,0.11891287353862345,0.20539595906443728,-0.05521576303742333,0.9438798074485388,0.3486123171736732
Which picture best describes the relationship between Pepper and your national culture? ,0.875,1.0,0.9449111825230682,0.5144957554275266,0.5359422007578724,0.8457709306622477,0.5232166435699434,0.5477225575051661,0.22086305214969304,0.9775898005717011,0.6638468592988035
Which picture best describes the relationship between Pepper and your own preferences? ,0.8976656233969147,0.9449111825230682,1.0,0.25928148942086576,0.27008948196380617,0.7306774036440687,0.3056249227510632,0.3105295017040594,-0.04173919355648415,0.9810708435174291,0.4317343169093881
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,0.08574929257125441,0.5144957554275266,0.25928148942086576,1.0,0.9191332914813753,0.4351455538897153,0.9299385642599428,0.8767140075192094,0.7575540190785701,0.32374810304401613,0.8713567153956921
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,0.1786474002526241,0.5359422007578724,0.27008948196380617,0.9191332914813753,1.0,0.6259640801699339,0.9347129314267426,0.9784921095801633,0.8680454217248532,0.3613321580392047,0.9739326139777275
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,0.78535872132923,0.8457709306622477,0.7306774036440687,0.4351455538897153,0.6259640801699339,1.0,0.4425214275701287,0.5956043364075225,0.30688497362911865,0.8145980644684223,0.701267851915365
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,0.11891287353862345,0.5232166435699434,0.3056249227510632,0.9299385642599428,0.9347129314267426,0.4425214275701287,1.0,0.9639426955799761,0.8719468782957447,0.35275258913333496,0.9395175593542964
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,0.20539595906443728,0.5477225575051661,0.3105295017040594,0.8767140075192094,0.9784921095801633,0.5956043364075225,0.9639426955799761,1.0,0.9072875683637008,0.38773819658489794,0.9872150569246911
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,-0.05521576303742333,0.22086305214969304,-0.04173919355648415,0.7575540190785701,0.8680454217248532,0.30688497362911865,0.8719468782957447,0.9072875683637008,1.0,0.05956233575301389,0.8518659957816231
mean_cultural_closeness,0.9438798074485388,0.9775898005717011,0.9810708435174291,0.32374810304401613,0.3613321580392047,0.8145980644684223,0.35275258913333496,0.38773819658489794,0.05956233575301389,1.0,0.5165755547002162
mean_competence,0.3486123171736732,0.6638468592988035,0.4317343169093881,0.8713567153956921,0.9739326139777275,0.701267851915365,0.9395175593542964,0.9872150569246911,0.8518659957816231,0.5165755547002162,1.0
