,Which picture best describes the relationship between Pepper and your country? ,Which picture best describes the relationship between Pepper and your national culture? ,Which picture best describes the relationship between Pepper and your own preferences? ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,mean_cultural_closeness,mean_competence
Which picture best describes the relationship between Pepper and your country? ,1.0,0.8716608767991884,0.534562329850818,0.5483825308428107,0.2759917412919836,0.3174462665572063,0.37451865492327524,0.2806462303513231,0.3104773804138003,0.9185190532492926,0.49927397936792245
Which picture best describes the relationship between Pepper and your national culture? ,0.8716608767991884,1.0,0.43283797244057365,0.5192069898031051,0.2510937419171588,0.32828738152333753,0.35154079090178986,0.28351706750687145,0.2464625684175634,0.8721560216319983,0.46855667483232716
Which picture best describes the relationship between Pepper and your own preferences? ,0.534562329850818,0.43283797244057365,1.0,0.6528965674026829,0.5908567418297205,0.40641338136857785,0.6661740238029649,0.38323900787214066,0.6416153372558363,0.7907039504393809,0.7345928592947203
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,0.5483825308428107,0.5192069898031051,0.6528965674026829,1.0,0.6265618598609083,0.47640106931315124,0.6682851165600732,0.5552944599092645,0.6309982718450642,0.6753684871087019,0.7701670520409533
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,0.2759917412919836,0.2510937419171588,0.5908567418297205,0.6265618598609083,1.0,0.465611356084977,0.6246489312076241,0.5468147465598171,0.7294254360004986,0.4506453193736263,0.8219806354533616
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,0.3174462665572063,0.32828738152333753,0.40641338136857785,0.47640106931315124,0.465611356084977,1.0,0.4661433114562404,0.5875442209916167,0.6068455357461063,0.4132965641948008,0.745997822797099
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,0.37451865492327524,0.35154079090178986,0.6661740238029649,0.6682851165600732,0.6246489312076241,0.4661433114562404,1.0,0.2826644565110699,0.7366367812313565,0.5562359014592676,0.8009838206997554
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,0.2806462303513231,0.28351706750687145,0.38323900787214066,0.5552944599092645,0.5468147465598171,0.5875442209916167,0.2826644565110699,1.0,0.6887293251896186,0.37342463895800593,0.7294583108487742
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,0.3104773804138003,0.2464625684175634,0.6416153372558363,0.6309982718450642,0.7294254360004986,0.6068455357461063,0.7366367812313565,0.6887293251896186,1.0,0.4840054275450991,0.9146661866142091
mean_cultural_closeness,0.9185190532492926,0.8721560216319983,0.7907039504393809,0.6753684871087019,0.4506453193736263,0.4132965641948008,0.5562359014592676,0.37342463895800593,0.4840054275450991,1.0,0.67454059733862
mean_competence,0.49927397936792245,0.46855667483232716,0.7345928592947203,0.7701670520409533,0.8219806354533616,0.745997822797099,0.8009838206997554,0.7294583108487742,0.9146661866142091,0.67454059733862,1.0
