,Nationality,Which picture best describes the relationship between Pepper and your country? ,Which picture best describes the relationship between Pepper and your national culture? ,Which picture best describes the relationship between Pepper and your own preferences? ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,mean_cultural_closeness,mean_competence
Nationality,1.0,0.09905828799627713,0.06606874726434098,0.1442467032233729,0.20614396887946473,0.2949846348177827,0.2740622039122027,0.3657588346194623,0.29992366744862553,0.21968927492245685,0.11548264260547358,0.3287607057873386
Which picture best describes the relationship between Pepper and your country? ,0.09905828799627713,1.0,0.881870376855895,0.5536823058582034,0.24721242131791765,0.17817661879695856,0.22187331606971683,0.31081953641474686,0.3486473417864359,0.2687212485112526,0.9144030781374114,0.40400360095362925
Which picture best describes the relationship between Pepper and your national culture? ,0.06606874726434098,0.881870376855895,1.0,0.6110376852609419,0.33706659143835077,0.2451270157725845,0.3727505911877828,0.40195875360707767,0.41351004844307154,0.29556993824223105,0.93795719238139,0.4950192313020041
Which picture best describes the relationship between Pepper and your own preferences? ,0.1442467032233729,0.5536823058582034,0.6110376852609419,1.0,0.5348064860306726,0.3961228703565662,0.5200476963051256,0.5222208004412984,0.5798448712501287,0.5120414485565498,0.8108995048327664,0.6502079748133918
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,0.20614396887946473,0.24721242131791765,0.33706659143835077,0.5348064860306726,1.0,0.8027141361565,0.6211667043684395,0.8123276734603447,0.7385064298010198,0.8582710020882741,0.4196712894124526,0.8774511493917914
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,0.2949846348177827,0.17817661879695856,0.2451270157725845,0.3961228703565662,0.8027141361565,1.0,0.7213642660755729,0.7159033559004985,0.7134782452429913,0.703124491611549,0.30727633107849944,0.8748594136224176
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,0.2740622039122027,0.22187331606971683,0.3727505911877828,0.5200476963051256,0.6211667043684395,0.7213642660755729,1.0,0.5560646227402894,0.6437894536172334,0.5802975404443569,0.4186955089477907,0.8175540062241105
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,0.3657588346194623,0.31081953641474686,0.40195875360707767,0.5222208004412984,0.8123276734603447,0.7159033559004985,0.5560646227402894,1.0,0.6578435625568027,0.7663825780131098,0.46351713557434193,0.8511199476653257
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,0.29992366744862553,0.3486473417864359,0.41351004844307154,0.5798448712501287,0.7385064298010198,0.7134782452429913,0.6437894536172334,0.6578435625568027,1.0,0.7594869426888919,0.5032633436561025,0.8784150137108063
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,0.21968927492245685,0.2687212485112526,0.29556993824223105,0.5120414485565498,0.8582710020882741,0.703124491611549,0.5802975404443569,0.7663825780131098,0.7594869426888919,1.0,0.40307660795855665,0.8664096904703567
mean_cultural_closeness,0.11548264260547358,0.9144030781374114,0.93795719238139,0.8108995048327664,0.4196712894124526,0.30727633107849944,0.4186955089477907,0.46351713557434193,0.5032633436561025,0.40307660795855665,1.0,0.581260595882373
mean_competence,0.3287607057873386,0.40400360095362925,0.4950192313020041,0.6502079748133918,0.8774511493917914,0.8748594136224176,0.8175540062241105,0.8511199476653257,0.8784150137108063,0.8664096904703567,0.581260595882373,1.0
