,Which picture best describes the relationship between Pepper and your country? ,Which picture best describes the relationship between Pepper and your national culture? ,Which picture best describes the relationship between Pepper and your own preferences? ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,mean_cultural_closeness,mean_competence
Which picture best describes the relationship between Pepper and your country? ,1.0,0.8418340655249584,0.6843992740685096,0.577305760027622,0.3836754277352739,0.3597812977239546,0.5999136211407035,0.5299489047007316,0.5086651215795017,0.9238654946281316,0.6688539052661748
Which picture best describes the relationship between Pepper and your national culture? ,0.8418340655249584,1.0,0.690993080434504,0.7821350785608973,0.4648687590973126,0.4777555035511523,0.6461612052909925,0.6333497785489254,0.7127494698128909,0.9298440635378339,0.7901181345308341
Which picture best describes the relationship between Pepper and your own preferences? ,0.6843992740685096,0.690993080434504,1.0,0.6793091179607159,0.3342259985122642,0.2762468604085975,0.6970676383020425,0.46285415975025707,0.6934789206283462,0.8728401587972879,0.676026330224748
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,0.577305760027622,0.7821350785608973,0.6793091179607159,1.0,0.568647839462672,0.6025881459769759,0.7528860997364218,0.6237739508879211,0.8520220629292663,0.7501556222167272,0.8601599354206775
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,0.3836754277352739,0.4648687590973126,0.3342259985122642,0.568647839462672,1.0,0.8838617892220577,0.537261073676381,0.5267829510341783,0.4470967905772782,0.4343748813073358,0.8087010894556602
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,0.3597812977239546,0.4777555035511523,0.2762468604085975,0.6025881459769759,0.8838617892220577,1.0,0.42671473406257604,0.46533418676474847,0.48334854681928435,0.4092430580971119,0.7776778964653481
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,0.5999136211407035,0.6461612052909925,0.6970676383020425,0.7528860997364218,0.537261073676381,0.42671473406257604,1.0,0.5258275264471288,0.755593101968105,0.7136492352910335,0.8163363947015998
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,0.5299489047007316,0.6333497785489254,0.46285415975025707,0.6237739508879211,0.5267829510341783,0.46533418676474847,0.5258275264471288,1.0,0.6249020209046787,0.5971387969539202,0.7812708665177632
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,0.5086651215795017,0.7127494698128909,0.6934789206283462,0.8520220629292663,0.4470967905772782,0.48334854681928435,0.755593101968105,0.6249020209046787,1.0,0.7050874173808316,0.8325120773583188
mean_cultural_closeness,0.9238654946281316,0.9298440635378339,0.8728401587972879,0.7501556222167272,0.4343748813073358,0.4092430580971119,0.7136492352910335,0.5971387969539202,0.7050874173808316,1.0,0.784291109997565
mean_competence,0.6688539052661748,0.7901181345308341,0.676026330224748,0.8601599354206775,0.8087010894556602,0.7776778964653481,0.8163363947015998,0.7812708665177632,0.8325120773583188,0.784291109997565,1.0
