,Nationality,Which picture best describes the relationship between Pepper and your country? ,Which picture best describes the relationship between Pepper and your national culture? ,Which picture best describes the relationship between Pepper and your own preferences? ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,mean_cultural_closeness,mean_competence
Nationality,1.0,0.09707441221944452,0.1831107576883731,0.24929846742248013,0.14370162593415564,0.38360760558891244,0.3824341460390098,0.10978315716810179,0.09164180667554958,0.24879962372047257,0.19580360136981464,0.2888564957089535
Which picture best describes the relationship between Pepper and your country? ,0.09707441221944452,1.0,0.7959429506472573,0.6566550465741002,0.5032640891707455,0.4131539723532635,0.39384854721288803,0.6305745069982387,0.5293936949996204,0.5095159370133264,0.8930726132257928,0.6545975283727491
Which picture best describes the relationship between Pepper and your national culture? ,0.1831107576883731,0.7959429506472573,1.0,0.7751269898827532,0.7546326351753743,0.4157157482571918,0.5195341919028907,0.6190811449394974,0.5526519074147044,0.6765559197712914,0.9435724172944528,0.7287759906732704
Which picture best describes the relationship between Pepper and your own preferences? ,0.24929846742248013,0.6566550465741002,0.7751269898827532,1.0,0.7218468023734865,0.4818499012726699,0.5661970835743514,0.6724679735547601,0.5123456676512367,0.7130748243160352,0.8936315806837618,0.7547677527049382
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,0.14370162593415564,0.5032640891707455,0.7546326351753743,0.7218468023734865,1.0,0.6320950786093237,0.7487567070449959,0.6602263610523441,0.6503028099248616,0.863656243309957,0.7291472766941055,0.8586543101574416
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,0.38360760558891244,0.4131539723532635,0.4157157482571918,0.4818499012726699,0.6320950786093237,1.0,0.8501029795596106,0.6040860888668887,0.6164035926319378,0.61556021732655,0.4801923257391086,0.8488037572099373
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,0.3824341460390098,0.39384854721288803,0.5195341919028907,0.5661970835743514,0.7487567070449959,0.8501029795596106,1.0,0.4866666866633984,0.6063339889114105,0.6785304519598859,0.5441895391570245,0.8498653569868445
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,0.10978315716810179,0.6305745069982387,0.6190811449394974,0.6724679735547601,0.6602263610523441,0.6040860888668887,0.4866666866633984,1.0,0.5366586433766498,0.7761080328343075,0.7036431793962845,0.814261628642589
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,0.09164180667554958,0.5293936949996204,0.5526519074147044,0.5123456676512367,0.6503028099248616,0.6164035926319378,0.6063339889114105,0.5366586433766498,1.0,0.6306897844478853,0.5837847783382238,0.8003654566873996
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,0.24879962372047257,0.5095159370133264,0.6765559197712914,0.7130748243160352,0.863656243309957,0.61556021732655,0.6785304519598859,0.7761080328343075,0.6306897844478853,1.0,0.6984757746661854,0.8813814358491856
mean_cultural_closeness,0.19580360136981464,0.8930726132257928,0.9435724172944528,0.8936315806837618,0.7291472766941055,0.4801923257391086,0.5441895391570245,0.7036431793962845,0.5837847783382238,0.6984757746661854,1.0,0.7841535455399365
mean_competence,0.2888564957089535,0.6545975283727491,0.7287759906732704,0.7547677527049382,0.8586543101574416,0.8488037572099373,0.8498653569868445,0.814261628642589,0.8003654566873996,0.8813814358491856,0.7841535455399365,1.0
