,Which picture best describes the relationship between Pepper and your country? ,Which picture best describes the relationship between Pepper and your national culture? ,Which picture best describes the relationship between Pepper and your own preferences? ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,mean_cultural_closeness,mean_competence
Which picture best describes the relationship between Pepper and your country? ,1.0,0.7646764449799113,0.57549616341748,0.4360407996361905,0.3973597071195131,0.3242552488129065,0.6397114734243626,0.4676771760184303,0.441060554748966,0.8788369279010035,0.6321927207385807
Which picture best describes the relationship between Pepper and your national culture? ,0.7646764449799113,1.0,0.7181572516195778,0.7985511481648739,0.47950004619183995,0.5641007776172621,0.6396154122362661,0.608657577586087,0.7004893149683663,0.9335306045682227,0.7980676635676134
Which picture best describes the relationship between Pepper and your own preferences? ,0.57549616341748,0.7181572516195778,1.0,0.7111243772074313,0.41595732317107553,0.49360377053379295,0.6418348740849017,0.4360203007659129,0.6488327696975801,0.8552081532954231,0.7067335380275219
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,0.4360407996361905,0.7985511481648739,0.7111243772074313,1.0,0.5551276129563962,0.7352433961877965,0.5977292194465816,0.6283711261924,0.8436065484258694,0.7298251712045782,0.8421089423143218
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,0.3973597071195131,0.47950004619183995,0.41595732317107553,0.5551276129563962,1.0,0.8228246851108358,0.5301793186178709,0.6401791945142615,0.4296689244236596,0.484985178522194,0.8052772049905187
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,0.3242552488129065,0.5641007776172621,0.49360377053379295,0.7352433961877965,0.8228246851108358,1.0,0.35188984434732745,0.5890485285291611,0.5356699961224383,0.5184736363902175,0.7903443214536595
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,0.6397114734243626,0.6396154122362661,0.6418348740849017,0.5977292194465816,0.5301793186178709,0.35188984434732745,1.0,0.5532205082381947,0.7671400158304997,0.719409754599273,0.8006015137968024
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,0.4676771760184303,0.608657577586087,0.4360203007659129,0.6283711261924,0.6401791945142615,0.5890485285291611,0.5532205082381947,1.0,0.6262221054597694,0.5686489562954511,0.8282925516379274
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,0.441060554748966,0.7004893149683663,0.6488327696975801,0.8436065484258694,0.4296689244236596,0.5356699961224383,0.7671400158304997,0.6262221054597694,1.0,0.6711724325702455,0.8318415517169792
mean_cultural_closeness,0.8788369279010035,0.9335306045682227,0.8552081532954231,0.7298251712045782,0.484985178522194,0.5184736363902175,0.719409754599273,0.5686489562954511,0.6711724325702455,1.0,0.801489354861045
mean_competence,0.6321927207385807,0.7980676635676134,0.7067335380275219,0.8421089423143218,0.8052772049905187,0.7903443214536595,0.8006015137968024,0.8282925516379274,0.8318415517169792,0.801489354861045,1.0
