,Which picture best describes the relationship between Pepper and your country? ,Which picture best describes the relationship between Pepper and your national culture? ,Which picture best describes the relationship between Pepper and your own preferences? ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,mean_cultural_closeness,mean_competence
Which picture best describes the relationship between Pepper and your country? ,1.0,0.8736755095720194,0.5261118519538072,0.5501944183049854,0.32546022048705275,0.27936455882012834,0.3290694433518582,0.32933702344935245,0.3509704600115002,0.9307736799773473,0.5116678159471088
Which picture best describes the relationship between Pepper and your national culture? ,0.8736755095720194,1.0,0.3725116214453011,0.5159145094675552,0.2805482293917013,0.2760164532523985,0.30298223352587456,0.3083214481954542,0.2735006930407924,0.8623220311921815,0.46169929616706223
Which picture best describes the relationship between Pepper and your own preferences? ,0.5261118519538072,0.3725116214453011,1.0,0.7588793226193259,0.6859041146271855,0.3988328069578751,0.6453140648504712,0.4003711337767866,0.6997274358890001,0.7637149662637606,0.758486385411849
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. ,0.5501944183049854,0.5159145094675552,0.7588793226193259,1.0,0.6739719253870944,0.591801698308273,0.7581149831318895,0.6186731160547845,0.829466421084997,0.7233012214192495,0.8859791944746578
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .1,0.32546022048705275,0.2805482293917013,0.6859041146271855,0.6739719253870944,1.0,0.49241614857399923,0.6787102175107825,0.4984273219501957,0.7844516301681604,0.5190828733204338,0.8529299827155953
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .2,0.27936455882012834,0.2760164532523985,0.3988328069578751,0.591801698308273,0.49241614857399923,1.0,0.3845359830353674,0.6938564378621018,0.5619159517546162,0.3780748320554934,0.721165090059463
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .3,0.3290694433518582,0.30298223352587456,0.6453140648504712,0.7581149831318895,0.6787102175107825,0.3845359830353674,1.0,0.29560920850065675,0.7469212357878793,0.511486006275914,0.7926308137551689
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .4,0.32933702344935245,0.3083214481954542,0.4003711337767866,0.6186731160547845,0.4984273219501957,0.6938564378621018,0.29560920850065675,1.0,0.7133704195198931,0.41000224174264116,0.7445332696743011
Please rate your impression of the robot you just interacted with by selecting a point on the scale between the two adjectives. There are no right or wrong answers. .5,0.3509704600115002,0.2735006930407924,0.6997274358890001,0.829466421084997,0.7844516301681604,0.5619159517546162,0.7469212357878793,0.7133704195198931,1.0,0.532343526665321,0.9259518824815343
mean_cultural_closeness,0.9307736799773473,0.8623220311921815,0.7637149662637606,0.7233012214192495,0.5190828733204338,0.3780748320554934,0.511486006275914,0.41000224174264116,0.532343526665321,1.0,0.6883775615397604
mean_competence,0.5116678159471088,0.46169929616706223,0.758486385411849,0.8859791944746578,0.8529299827155953,0.721165090059463,0.7926308137551689,0.7445332696743011,0.9259518824815343,0.6883775615397604,1.0
