,Nationality,Participant ID,Which picture best describes your relationship with Italy or Germany?,Which picture best describes your relationship with Italian or German language?,Which picture best describes your relationship with Italian or German Culture?,I see myself as someone who  [... is reserved ],I see myself as someone who  [... is generally trusting],I see myself as someone who  [... tends to be lazy],"I see myself as someone who  [... is relaxed, handles stress well]",I see myself as someone who  [... has few artistic interests],"I see myself as someone who  [... is ongoing, sociable]",I see myself as someone who  [... tends to find fault with others],I see myself as someone who  [... does a thorough job],I see myself as someone who  [... get nervous easily],I see myself as someone who  [... has active imagination],"Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Function successfully]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Act consistenly]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Reliable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Predictable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Dependable]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Follow directions]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Meet the needs of the mission]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Perform exactly as instructed]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Have errors]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide appropriate information]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Malfunction]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Communicate with people]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Provide Feedback]","Consider expectations toward Pepper robot and express how much do you agree with the properties attributed to it (scale: 0%-100%, scroll in to see all the options).  [Unresponsive]",mean_cultural_closeness_subj,mean_personality_subj,extraversion,agreebleness,coscientiousness,neuroticism,openness,mean_trust_subj
count,24.0,24,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
unique,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
top,,af963537-2f40-45ef-a585-362b6a0cfa23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
freq,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mean,0.0,,4.291666666666667,6.583333333333333,4.708333333333333,3.7916666666666665,4.25,2.8333333333333335,2.7916666666666665,3.3333333333333335,3.5416666666666665,2.5833333333333335,4.125,3.7916666666666665,4.0,0.7375000000000002,0.75,0.6875,0.6750000000000002,0.6208333333333332,0.8041666666666666,0.7458333333333332,0.7583333333333334,0.5291666666666667,0.7416666666666666,0.45416666666666666,0.7166666666666668,0.6666666666666666,0.3333333333333333,5.027777777777778,3.19875,-1.6666666666666667,-1.2916666666666667,1.0,0.6666666666666666,-2.8041666666666667,1.1560421927609428
std,0.0,,1.2328534123049197,0.5036101551853349,1.1601786469133206,0.9770927002733857,0.9890707100936805,1.1671841502435296,1.1787674722451362,1.4039282363260677,1.0206207261596574,1.0598058340078627,0.7408866603457379,0.9770927002733857,0.9780192938436515,0.15551457362156015,0.15036188231122247,0.17523276445668043,0.2211629342323457,0.1955575455542138,0.11970676733137328,0.15597983890531347,0.19763089590064797,0.24931064377889942,0.12825472842090013,0.23215281074376826,0.12740441145412124,0.1307725096316589,0.1857222485950146,0.5004024145520614,0.3671312109954103,1.7110044511584586,1.458980187804412,1.744556751977294,1.6594044679962137,1.0609590274704366,0.08758551656594245
min,0.0,,2.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,0.2,0.4,0.3,0.1,0.2,0.5,0.4,0.4,0.1,0.5,0.1,0.4,0.4,0.0,4.333333333333333,2.58,-4.0,-4.0,-2.0,-3.0,-4.2,1.0178661616161615
25%,0.0,,3.75,6.0,4.0,3.75,4.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,4.0,0.7,0.7,0.575,0.6,0.5,0.775,0.6749999999999999,0.6,0.375,0.7,0.3,0.6749999999999999,0.6,0.275,4.583333333333334,3.01,-3.0,-2.0,-1.0,0.0,-3.3249999999999997,1.076830808080808
50%,0.0,,4.0,7.0,5.0,4.0,5.0,3.0,2.5,4.0,4.0,3.0,4.0,4.0,4.0,0.8,0.7,0.7,0.7,0.6,0.8,0.7,0.8,0.5,0.7,0.5,0.75,0.7,0.3,5.0,3.165,-2.0,-1.0,2.0,0.5,-3.2,1.1585858585858584
75%,0.0,,5.0,7.0,5.0,4.0,5.0,4.0,3.25,4.0,4.0,3.0,5.0,4.25,5.0,0.8,0.9,0.8,0.8,0.725,0.9,0.8250000000000001,0.9,0.725,0.8,0.525,0.8,0.725,0.4,5.333333333333333,3.455,-0.75,0.0,2.0,1.25,-2.275,1.2224589646464645
